repeat,window,pair,classifier_group,classifier_seed,calibration_source,calibration_start,calibration_end,trade_start,trade_end
22,1,a2c_ppo,1,89109485,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,a2c_ppo,2,1346071205,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,a2c_ppo,3,1279743188,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,a2c_ppo,4,1151580980,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,a2c_ppo,5,56591164,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,a2c_sac,1,1171753019,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,a2c_sac,2,69338169,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,a2c_sac,3,589402898,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,a2c_sac,4,1251260537,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,a2c_sac,5,515860179,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,ppo_sac,1,144575622,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,ppo_sac,2,750169043,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,ppo_sac,3,1992123986,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,ppo_sac,4,482890702,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,1,ppo_sac,5,640546553,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
22,2,a2c_ppo,1,1955219062,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,a2c_ppo,2,1140674095,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,a2c_ppo,3,1211155769,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,a2c_ppo,4,1447513113,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,a2c_ppo,5,1967183758,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,a2c_sac,1,484843183,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,a2c_sac,2,323818967,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,a2c_sac,3,373531307,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,a2c_sac,4,1058686959,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,a2c_sac,5,416619560,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,ppo_sac,1,858481560,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,ppo_sac,2,932766229,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,ppo_sac,3,1549434565,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,ppo_sac,4,1188945580,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,2,ppo_sac,5,948087476,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
22,3,a2c_ppo,1,1993504140,previous_trade,2020-02-05,2020-05-07,2020-05-08,2020-08-06
