pair,tau,classifier_groups,sharpe_across_groups_mean,sharpe_across_groups_min,sharpe_across_groups_max,min_delta_vs_stronger,min_delta_vs_simple_average,groups_beating_stronger,groups_beating_simple_average
patchtst_itransformer,0.01,5,1.5067942014070983,1.496388725542905,1.5260572164390644,-0.1232212763465026,-0.09965447108243186,0,0
patchtst_itransformer,0.02,5,1.5067942014070983,1.496388725542905,1.5260572164390644,-0.1232212763465026,-0.09965447108243186,0,0
patchtst_itransformer,0.03,5,1.5067942014070983,1.496388725542905,1.5260572164390644,-0.1232212763465026,-0.09965447108243186,0,0
patchtst_itransformer,0.04,5,1.5067942014070983,1.496388725542905,1.5260572164390644,-0.1232212763465026,-0.09965447108243186,0,0
patchtst_itransformer,0.05,5,1.5067942014070983,1.496388725542905,1.5260572164390644,-0.1232212763465026,-0.09965447108243186,0,0
patchtst_itransformer,0.06,5,1.5067942014070983,1.496388725542905,1.5260572164390644,-0.1232212763465026,-0.09965447108243186,0,0
patchtst_itransformer,0.07,5,1.5067942014070983,1.496388725542905,1.5260572164390644,-0.1232212763465026,-0.09965447108243186,0,0
patchtst_itransformer,0.08,5,1.5067942014070983,1.496388725542905,1.5260572164390644,-0.1232212763465026,-0.09965447108243186,0,0
patchtst_itransformer,0.09,5,1.5067942014070983,1.496388725542905,1.5260572164390644,-0.1232212763465026,-0.09965447108243186,0,0
patchtst_itransformer,0.1,5,1.5086088545571161,1.4986136621614752,1.52835598442935,-0.12099633972793233,-0.0974295344638616,0,0
patchtst_itransformer,0.11,5,1.5086088545571161,1.4986136621614752,1.52835598442935,-0.12099633972793233,-0.0974295344638616,0,0
patchtst_itransformer,0.12,5,1.5086088545571161,1.4986136621614752,1.52835598442935,-0.12099633972793233,-0.0974295344638616,0,0
patchtst_itransformer,0.13,5,1.5086088545571161,1.4986136621614752,1.52835598442935,-0.12099633972793233,-0.0974295344638616,0,0
patchtst_itransformer,0.14,5,1.5086088545571161,1.4986136621614752,1.52835598442935,-0.12099633972793233,-0.0974295344638616,0,0
patchtst_itransformer,0.15,5,1.5086088545571161,1.4986136621614752,1.52835598442935,-0.12099633972793233,-0.0974295344638616,0,0
patchtst_itransformer,0.16,5,1.5074202262434873,1.4966150593171508,1.5286721761431714,-0.12299494257225674,-0.099428137308186,0,0
patchtst_itransformer,0.17,5,1.509728623658209,1.500539714962888,1.5276728433106996,-0.11907028692651944,-0.09550348166244871,0,0
patchtst_itransformer,0.18,5,1.5071934614714089,1.4979395882612454,1.5228005535638363,-0.12167041362816211,-0.09810360836409138,0,0
patchtst_itransformer,0.19,5,1.5053377488225932,1.4952868118367417,1.5214730270832086,-0.12432319005266579,-0.10075638478859505,0,0
patchtst_itransformer,0.2,5,1.501812436815966,1.490680085438989,1.5187640328292502,-0.1289299164504185,-0.10536311118634778,0,0
patchtst_itransformer,0.21,5,1.5065950661447125,1.496232903342221,1.522444973792361,-0.12337709854718648,-0.09981029328311575,0,0
patchtst_itransformer,0.22,5,1.497341096690086,1.4861243712714378,1.5167047107527742,-0.1334856306179697,-0.10991882535389896,0,0
patchtst_itransformer,0.23,5,1.4903010978671125,1.479893710609495,1.506022800781541,-0.13971629127991259,-0.11614948601584185,0,0
patchtst_itransformer,0.24,5,1.4903074130518268,1.4803095218468632,1.505530619566114,-0.13930048004254436,-0.11573367477847363,0,0
patchtst_itransformer,0.25,5,1.4899791588869504,1.4847741187623495,1.5073298463901064,-0.13483588312705796,-0.11126907786298723,0,0
patchtst_itransformer,0.26,5,1.5041441049635047,1.4767931496217068,1.5159837901089976,-0.1428168522677007,-0.11925004700362996,0,0
patchtst_itransformer,0.27,5,1.5075257309840624,1.465892066116325,1.5273532282497662,-0.15371793577308246,-0.13015113050901173,0,0
patchtst_itransformer,0.28,5,1.517437040555092,1.4535235670295112,1.5390409135252439,-0.16608643485989627,-0.14251962959582554,0,0
patchtst_itransformer,0.29,5,1.4902961005032935,1.4535594111456749,1.5062386245409276,-0.16605059074373263,-0.1424837854796619,0,0
patchtst_itransformer,0.3,5,1.4916626676055547,1.4491723553373475,1.5058561507077097,-0.17043764655206006,-0.14687084128798933,0,0
patchtst_itransformer,0.31,5,1.4895745918227998,1.4494351459359256,1.508716382937954,-0.17017485595348192,-0.14660805068941118,0,0
patchtst_itransformer,0.32,5,1.475684891682675,1.461073371646152,1.4831988039189687,-0.1585366302432556,-0.13496982497918486,0,0
patchtst_itransformer,0.33,5,1.4903656083517816,1.4652643298603352,1.5002098486621043,-0.15434567202907234,-0.1307788667650016,0,0
patchtst_itransformer,0.34,5,1.48656945808518,1.4515044163861963,1.4989921278013985,-0.1681055855032112,-0.14453878023914046,0,0
patchtst_itransformer,0.35,5,1.4839155121485188,1.4462859282144975,1.4966923726949384,-0.17332407367490998,-0.14975726841083925,0,0
patchtst_itransformer,0.36,5,1.4741324923246113,1.4392517190439862,1.486311453213362,-0.18035828284542132,-0.1567914775813506,0,0
patchtst_itransformer,0.37,5,1.4647025488727903,1.4492866220408844,1.4711040439786425,-0.17032337984852308,-0.14675657458445235,0,0
patchtst_itransformer,0.38,5,1.4868495658398042,1.4626647446524137,1.498362217732524,-0.15694525723699382,-0.13337845197292308,0,0
patchtst_itransformer,0.39,5,1.5081313477055807,1.4851323093216924,1.518461372959239,-0.13447769256771513,-0.1109108873036444,0,0
patchtst_itransformer,0.4,5,1.519394616604719,1.4925439489033114,1.5286687976523217,-0.12706605298609608,-0.10349924772202534,0,0
patchtst_itransformer,0.41,5,1.5189121174906342,1.4935581199536365,1.5272835624535637,-0.126051881935771,-0.10248507667170026,0,0
patchtst_itransformer,0.42,5,1.521712918180939,1.4984307013587324,1.5293792805266455,-0.12117930053067516,-0.09761249526660443,0,0
patchtst_itransformer,0.43,5,1.5159223101507489,1.497910930585531,1.5213346298031578,-0.12169907130387658,-0.09813226603980585,0,0
patchtst_itransformer,0.44,5,1.5159223101507489,1.497910930585531,1.5213346298031578,-0.12169907130387658,-0.09813226603980585,0,0
patchtst_itransformer,0.45,5,1.5171084180653753,1.5040600254902292,1.5212131736019074,-0.1155499763991783,-0.09198317113510757,0,0
patchtst_itransformer,0.46,5,1.523064952599181,1.510761364432521,1.5276784788080373,-0.10884863745688644,-0.08528183219281571,0,0
patchtst_itransformer,0.47,5,1.523064952599181,1.510761364432521,1.5276784788080373,-0.10884863745688644,-0.08528183219281571,0,0
patchtst_itransformer,0.48,5,1.523064952599181,1.510761364432521,1.5276784788080373,-0.10884863745688644,-0.08528183219281571,0,0
patchtst_itransformer,0.49,5,1.5283805813444282,1.515932112177922,1.5324839319404007,-0.10367788971148562,-0.08011108444741488,0,0
patchtst_itransformer,0.5,5,1.5363762919598005,1.5254645187289078,1.5396606575490528,-0.09414548316049975,-0.07057867789642902,0,0
patchtst_itransformer,0.51,5,1.5398265868328789,1.531614810034898,1.5422773189730292,-0.08799519185450944,-0.0644283865904387,0,0
patchtst_itransformer,0.52,5,1.5398265868328789,1.531614810034898,1.5422773189730292,-0.08799519185450944,-0.0644283865904387,0,0
patchtst_itransformer,0.53,5,1.5398265868328789,1.531614810034898,1.5422773189730292,-0.08799519185450944,-0.0644283865904387,0,0
patchtst_itransformer,0.54,5,1.5257571137440953,1.5201281690918547,1.5276596459021818,-0.09948183279755285,-0.07591502753348212,0,0
patchtst_itransformer,0.55,5,1.5240200542469242,1.5174171335001019,1.5260273546757361,-0.10219286838930564,-0.0786260631252349,0,0
