repeat,pair,classifier_group,tau,equivalent_tau_paths,cumulative_return,annualized_return,sharpe,calmar,max_drawdown,stronger_model,stronger_sharpe,delta_sharpe
0,patchtst_itransformer,1,0.66,24,0.4998627195199987,0.6459420466042338,1.5900318411376864,3.0704703509262568,-0.21037234455280607,patchtst,1.6196100018894075,-0.02957816075172115
1,patchtst_itransformer,1,0.66,24,0.5164945412099993,0.6684066976043521,1.618465980702534,3.182362316260092,-0.2100347575727527,patchtst,1.6196100018894075,-0.0011440211868736228
2,patchtst_itransformer,1,0.66,24,0.5143985061099989,0.6655724521199498,1.6117023026397856,3.163086360710835,-0.2104186785372426,patchtst,1.6196100018894075,-0.007907699249621869
3,patchtst_itransformer,1,0.66,24,0.5154791159599992,0.667033533730691,1.6153571793849932,3.173298119241257,-0.21020197556798736,patchtst,1.6196100018894075,-0.0042528225044142776
4,patchtst_itransformer,1,0.66,24,0.515517959659999,0.6670860583516716,1.615488030417998,3.1733746332146815,-0.21021345900023858,patchtst,1.6196100018894075,-0.00412197147140958
5,patchtst_itransformer,1,0.66,24,0.515517959659999,0.6670860583516716,1.615488030417998,3.1733746332146815,-0.21021345900023858,patchtst,1.6196100018894075,-0.00412197147140958
6,patchtst_itransformer,1,0.66,24,0.5146122191099989,0.6658613923422019,1.6124207254753475,3.1653292698322275,-0.21036086156606848,patchtst,1.6196100018894075,-0.007189276414059975
7,patchtst_itransformer,1,0.66,24,0.514424332009999,0.6656073682699402,1.6117791099827767,3.163323540132444,-0.21041393958775145,patchtst,1.6196100018894075,-0.007830891906630777
8,patchtst_itransformer,1,0.66,24,0.5033012347199988,0.6505817979886395,1.5972746150288992,3.091913963795728,-0.21041393958775145,patchtst,1.6196100018894075,-0.02233538686050829
9,patchtst_itransformer,1,0.66,24,0.5154791159599992,0.667033533730691,1.6153571793849932,3.173298119241257,-0.21020197556798736,patchtst,1.6196100018894075,-0.0042528225044142776
10,patchtst_itransformer,1,0.66,24,0.514385488309999,0.6655548523413988,1.611648388755531,3.163246583319854,-0.21040245671992264,patchtst,1.6196100018894075,-0.007961613133876444
11,patchtst_itransformer,1,0.66,24,0.514796672509999,0.6661107810669045,1.6130300192364946,3.1670240697507746,-0.21032703459033808,patchtst,1.6196100018894075,-0.00657998265291293
12,patchtst_itransformer,1,0.66,24,0.514796672509999,0.6661107810669045,1.6130300192364946,3.1670240697507746,-0.21032703459033808,patchtst,1.6196100018894075,-0.00657998265291293
13,patchtst_itransformer,1,0.66,24,0.515517959659999,0.6670860583516716,1.615488030417998,3.1733746332146815,-0.21021345900023858,patchtst,1.6196100018894075,-0.00412197147140958
14,patchtst_itransformer,1,0.66,24,0.515770516359999,0.6674275741528328,1.6163380297247698,3.1756978512222105,-0.21016721534007532,patchtst,1.6196100018894075,-0.0032719721646377042
15,patchtst_itransformer,1,0.66,24,0.5146122191099989,0.6658613923422019,1.6124207254753475,3.1653292698322275,-0.21036086156606848,patchtst,1.6196100018894075,-0.007189276414059975
16,patchtst_itransformer,1,0.66,24,0.515517959659999,0.6670860583516716,1.615488030417998,3.1733746332146815,-0.21021345900023858,patchtst,1.6196100018894075,-0.00412197147140958
17,patchtst_itransformer,1,0.66,24,0.514651062809999,0.6659139100732565,1.6125514742923486,3.1654061349594547,-0.21037234455280607,patchtst,1.6196100018894075,-0.007058527597058939
18,patchtst_itransformer,1,0.66,24,0.515367362159999,0.6668824214751308,1.6149900809394901,3.1719896870631077,-0.21024104340408056,patchtst,1.6196100018894075,-0.004619920949917367
19,patchtst_itransformer,1,0.66,24,0.5154791159599992,0.667033533730691,1.6153571793849932,3.173298119241257,-0.21020197556798736,patchtst,1.6196100018894075,-0.0042528225044142776
20,patchtst_itransformer,1,0.66,24,0.499215881709999,0.6450695100436576,1.5868814889645966,3.068808027615409,-0.21020197556798736,patchtst,1.6196100018894075,-0.03272851292481094
21,patchtst_itransformer,1,0.66,24,0.5153285184599992,0.6668298980508514,1.6148592454474313,3.1719131120191006,-0.21022956004818705,patchtst,1.6196100018894075,-0.0047507564419762005
22,patchtst_itransformer,1,0.66,24,0.514651062809999,0.6659139100732565,1.6125514742923486,3.1654061349594547,-0.21037234455280607,patchtst,1.6196100018894075,-0.007058527597058939
23,patchtst_itransformer,1,0.66,24,0.5146122191099989,0.6658613923422019,1.6124207254753475,3.1653292698322275,-0.21036086156606848,patchtst,1.6196100018894075,-0.007189276414059975
24,patchtst_itransformer,1,0.66,24,0.4973910845199989,0.6426084583142606,1.5865646524434036,3.056932992637409,-0.21021345900023858,patchtst,1.6196100018894075,-0.0330453494460039
25,patchtst_itransformer,1,0.66,24,0.5146122191099989,0.6658613923422019,1.6124207254753475,3.1653292698322275,-0.21036086156606848,patchtst,1.6196100018894075,-0.007189276414059975
26,patchtst_itransformer,1,0.66,24,0.49648534396999855,0.6413871672389675,1.583468868788131,3.048985264958737,-0.21036086156606848,patchtst,1.6196100018894075,-0.036141133101276424
27,patchtst_itransformer,1,0.66,24,0.5046085753699987,0.6523464934381822,1.6017394112096908,3.104109927959362,-0.2101557317807472,patchtst,1.6196100018894075,-0.017870590679716747
28,patchtst_itransformer,1,0.66,24,0.5157316726599992,0.6673750475251523,1.616207149973403,3.1756214397303055,-0.2101557317807472,patchtst,1.6196100018894075,-0.0034028519160045345
29,patchtst_itransformer,1,0.66,24,0.5053086189199989,0.6532915819597294,1.593457037451999,3.107923130572243,-0.21020197556798736,patchtst,1.6196100018894075,-0.026152964437408555
