model,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
itransformer,0.49365439072999995,0.6375710324535111,1.5382826279277344,3.0068316175100476,-0.21204081689864718
patchtst,0.5168709589599991,0.6689157824905667,1.6196100018894075,3.186111626306007,-0.20994737816707032
