pair,classifier_group,selected_global_tau,tau_count,tau_beating_stronger,tau_beating_simple_average,tau_beating_stronger_min,tau_beating_stronger_max,tau_within_0.01_sharpe_of_best
patchtst_itransformer,1,0.66,89,0,26,,,24
patchtst_itransformer,2,0.66,89,0,26,,,24
patchtst_itransformer,3,0.66,89,0,0,,,24
patchtst_itransformer,4,0.66,89,0,26,,,24
patchtst_itransformer,5,0.66,89,0,26,,,24
