repeat,window,pair,classifier_group,classifier_seed,calibration_source,calibration_start,calibration_end,trade_start,trade_end
4,1,a2c_ppo,1,201664498,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,a2c_ppo,2,1523930059,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,a2c_ppo,3,85137550,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,a2c_ppo,4,2024286921,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,a2c_ppo,5,2082534696,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,a2c_sac,1,1597794446,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,a2c_sac,2,1693713617,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,a2c_sac,3,286866845,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,a2c_sac,4,1917191237,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,a2c_sac,5,252861061,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,ppo_sac,1,1456082743,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,ppo_sac,2,701060011,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,ppo_sac,3,1664969560,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,ppo_sac,4,834925638,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,1,ppo_sac,5,1231724914,train_tail,2019-10-02,2019-12-31,2020-01-02,2020-04-01
4,2,a2c_ppo,1,1240195552,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,a2c_ppo,2,1307068839,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,a2c_ppo,3,1066713118,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,a2c_ppo,4,1061191984,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,a2c_ppo,5,686714759,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,a2c_sac,1,1255484245,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,a2c_sac,2,1715966649,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,a2c_sac,3,913279892,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,a2c_sac,4,1887705147,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,a2c_sac,5,47358820,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,ppo_sac,1,828158834,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,ppo_sac,2,764332520,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,ppo_sac,3,1820526003,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,ppo_sac,4,1096758317,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,2,ppo_sac,5,559250260,previous_trade,2020-01-02,2020-04-01,2020-04-02,2020-07-01
4,3,a2c_ppo,1,29361475,previous_trade,2020-04-02,2020-07-01,2020-07-02,2020-09-30
4,3,a2c_ppo,2,250734817,previous_trade,2020-04-02,2020-07-01,2020-07-02,2020-09-30
4,3,a2c_ppo,3,1964835466,previous_trade,2020-04-02,2020-07-01,2020-07-02,2020-09-30
4,3,a2c_ppo,4,255168555,previous_trade,2020-04-02,2020-07-01,2020-07-02,2020-09-30
4,3,a2c_ppo,5,1933394243,previous_trade,2020-04-02,2020-07-01,2020-07-02,2020-09-30
4,3,a2c_sac,1,1865930173,previous_trade,2020-04-02,2020-07-01,2020-07-02,2020-09-30
