model,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
td3,0.33884970210000054,0.4265343160751258,1.552343658258881,2.5995869198397092,-0.16407772820361244
tqc,0.5006265515900006,0.6390521153441457,1.9048412229989393,3.4561828843144538,-0.1849011284224631
