pair,tau,classifier_groups,sharpe_across_groups_mean,sharpe_across_groups_min,sharpe_across_groups_max,min_delta_vs_stronger,min_delta_vs_simple_average,groups_beating_stronger,groups_beating_simple_average
td3_tqc,0.01,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.02,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.03,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.04,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.05,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.06,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.07,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.08,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.09,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.1,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.11,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.12,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.13,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.14,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.15,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.16,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.17,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.18,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.19,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.2,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.21,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.22,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.23,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.24,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.25,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.26,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.27,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.28,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.29,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.3,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.31,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.32,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.33,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.34,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.35,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
td3_tqc,0.36,5,1.7703461866875165,1.6627889534938012,1.8308849438067376,-0.24205226950513814,-0.19465729419093036,0,0
