repeat,pair,classifier_group,tau,equivalent_tau_paths,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
17,a2c_ppo,1,0.01,9,0.002843048441158569,0.002843048441158569,0.18576523534993095,0.008998711990399774,-0.31593948602774036
17,a2c_ppo,1,0.02,9,0.002843048441158569,0.002843048441158569,0.18576523534993095,0.008998711990399774,-0.31593948602774036
17,a2c_ppo,1,0.03,9,0.002843048441158569,0.002843048441158569,0.18576523534993095,0.008998711990399774,-0.31593948602774036
17,a2c_ppo,1,0.04,9,0.002843048441158569,0.002843048441158569,0.18576523534993095,0.008998711990399774,-0.31593948602774036
17,a2c_ppo,1,0.05,9,0.002843048441158569,0.002843048441158569,0.18576523534993095,0.008998711990399774,-0.31593948602774036
17,a2c_ppo,1,0.06,9,0.002843048441158569,0.002843048441158569,0.18576523534993095,0.008998711990399774,-0.31593948602774036
17,a2c_ppo,1,0.07,9,0.002843048441158569,0.002843048441158569,0.18576523534993095,0.008998711990399774,-0.31593948602774036
17,a2c_ppo,1,0.08,9,0.002843048441158569,0.002843048441158569,0.18576523534993095,0.008998711990399774,-0.31593948602774036
17,a2c_ppo,1,0.09,9,0.002843048441158569,0.002843048441158569,0.18576523534993095,0.008998711990399774,-0.31593948602774036
17,a2c_ppo,1,0.1,1,0.0003842761520045368,0.0003842761520045368,0.17889059404187646,0.0012162966928761676,-0.31593948602774036
17,a2c_ppo,1,0.11,1,-0.008293762476188293,-0.008293762476188293,0.15456958849665964,-0.026251110870833278,-0.31593948602774036
17,a2c_ppo,1,0.12,1,-0.005499754582198757,-0.005499754582198757,0.16247947232679855,-0.017407620210269835,-0.31593948602774036
17,a2c_ppo,1,0.13,1,-0.024475458695335073,-0.024475458695335073,0.10985350390966953,-0.07746881848502488,-0.31593948602774036
17,a2c_ppo,1,0.14,1,-0.029888179437209894,-0.029888179437209894,0.0942327893268931,-0.09460096239627873,-0.31593948602774036
17,a2c_ppo,1,0.15,1,-0.021758237495975052,-0.021758237495975052,0.11675610613514797,-0.06886837023614269,-0.31593948602774036
17,a2c_ppo,1,0.16,1,-0.016861645933852754,-0.016861645933852754,0.13064312411823537,-0.05336985935456087,-0.31593948602774036
17,a2c_ppo,1,0.17,1,-0.008465416478259602,-0.008465416478259602,0.15421405510279693,-0.02679442378252244,-0.31593948602774036
17,a2c_ppo,1,0.18,1,-0.010331841140929776,-0.010331841140929776,0.1487826198294947,-0.032701962235966324,-0.31593948602774036
17,a2c_ppo,1,0.19,1,0.005877130172668998,0.005877130172668998,0.1939059651508773,0.018602075500474068,-0.31593948602774036
17,a2c_ppo,1,0.2,1,0.024633596760357257,0.024633596760357257,0.24538715718636508,0.07796935125163292,-0.31593948602774036
17,a2c_ppo,1,0.21,1,0.06597114788453728,0.06597114788453728,0.35697024994903337,0.20880944232068807,-0.31593948602774036
17,a2c_ppo,1,0.22,1,0.07203448933857004,0.07203448933857004,0.3731806074987038,0.22800090689596555,-0.31593948602774036
17,a2c_ppo,1,0.23,1,0.07566184662716324,0.07566184662716324,0.38288844728234567,0.2394820843018018,-0.31593948602774036
17,a2c_ppo,1,0.24,1,0.0811924083278317,0.0811924083278317,0.39777983526340527,0.25712400701808646,-0.31577140255954594
17,a2c_ppo,1,0.25,1,0.08021228629056254,0.08021228629056254,0.3956243856365868,0.2542733608974792,-0.315456900429705
17,a2c_ppo,1,0.26,1,0.08819180450705022,0.08819180450705022,0.4168422463783306,0.27856785694221947,-0.31659002397158464
17,a2c_ppo,1,0.27,1,0.0794842495297019,0.0794842495297019,0.39354157978288196,0.2508399326803537,-0.3168723922079384
17,a2c_ppo,1,0.28,1,0.04291861038561673,0.04291861038561673,0.2934062437558138,0.13668784470505962,-0.3139899562995162
17,a2c_ppo,1,0.29,1,0.0656568219443594,0.0656568219443594,0.3564634122080953,0.21847869856271204,-0.30051818495940597
17,a2c_ppo,1,0.3,1,0.08810329216233992,0.08810329216233992,0.4208631596488177,0.30959129290442156,-0.2845793605362783
17,a2c_ppo,1,0.31,1,0.10300635508594702,0.10300635508594702,0.4677723140656438,0.384268484875598,-0.26805829554118654
17,a2c_ppo,1,0.32,1,0.12140105806044232,0.12140105806044232,0.5341239755759053,0.4819504228672324,-0.2518953242912412
17,a2c_ppo,1,0.33,1,0.13369568080651684,0.13369568080651684,0.5915929288043181,0.5796313148551567,-0.23065641448293017
17,a2c_ppo,1,0.34,1,0.11082168717175911,0.11082168717175911,0.5272936097091255,0.5239980471766438,-0.21149255759420849
17,a2c_ppo,1,0.35,2,0.11380508138805978,0.11380508138805978,0.5409108593379249,0.5563538039861511,-0.20455523189141822
17,a2c_ppo,1,0.36,2,0.11380508138805978,0.11380508138805978,0.5409108593379249,0.5563538039861511,-0.20455523189141822
17,a2c_ppo,1,0.37,3,0.11285084818012825,0.11285084818012825,0.5373662529198527,0.5511939601927269,-0.2047389055944473
17,a2c_ppo,1,0.38,3,0.11285084818012825,0.11285084818012825,0.5373662529198527,0.5511939601927269,-0.2047389055944473
17,a2c_ppo,1,0.39,3,0.11285084818012825,0.11285084818012825,0.5373662529198527,0.5511939601927269,-0.2047389055944473
17,a2c_ppo,1,0.4,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.41,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.42,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.43,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.44,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.45,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.46,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.47,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.48,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.49,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.5,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.51,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.52,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.53,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.54,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.55,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.56,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.57,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.58,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.59,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.6,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.61,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.62,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.63,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.64,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
17,a2c_ppo,1,0.65,50,0.12113752622031515,0.12113752622031515,0.5675538045729128,0.5952069142731017,-0.20352170533545422
