pair,classifier_group,selected_global_tau,tau_count,tau_beating_stronger,tau_beating_simple_average,tau_beating_stronger_min,tau_beating_stronger_max,tau_within_0.01_sharpe_of_best
patchtst_itransformer,1,0.24,89,29,21,0.01,0.29,2
patchtst_itransformer,2,0.24,89,24,6,0.01,0.3,2
patchtst_itransformer,3,0.23,89,24,3,0.01,0.29,3
patchtst_itransformer,4,0.24,89,10,9,0.2,0.29,2
patchtst_itransformer,5,0.24,89,28,9,0.01,0.3,2
