model,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
itransformer,0.052973964087048575,0.052973964087048575,0.3224354413300166,0.20137993848636046,-0.2630548230634032
patchtst,0.03183082352024558,0.03183082352024558,0.2503409354459601,0.12433414017756562,-0.25601032407339563
