repeat,pair,classifier_group,tau,equivalent_tau_paths,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
0,patchtst_itransformer,1,0.01,12,0.0719890388479322,0.0719890388479322,0.3826003736410792,0.2736232878256346,-0.2630954383305525
0,patchtst_itransformer,1,0.02,12,0.0719890388479322,0.0719890388479322,0.3826003736410792,0.2736232878256346,-0.2630954383305525
0,patchtst_itransformer,1,0.03,12,0.0719890388479322,0.0719890388479322,0.3826003736410792,0.2736232878256346,-0.2630954383305525
0,patchtst_itransformer,1,0.04,12,0.0719890388479322,0.0719890388479322,0.3826003736410792,0.2736232878256346,-0.2630954383305525
0,patchtst_itransformer,1,0.05,12,0.0719890388479322,0.0719890388479322,0.3826003736410792,0.2736232878256346,-0.2630954383305525
0,patchtst_itransformer,1,0.06,12,0.0719890388479322,0.0719890388479322,0.3826003736410792,0.2736232878256346,-0.2630954383305525
0,patchtst_itransformer,1,0.07,12,0.0719890388479322,0.0719890388479322,0.3826003736410792,0.2736232878256346,-0.2630954383305525
0,patchtst_itransformer,1,0.08,12,0.0719890388479322,0.0719890388479322,0.3826003736410792,0.2736232878256346,-0.2630954383305525
0,patchtst_itransformer,1,0.09,12,0.0719890388479322,0.0719890388479322,0.3826003736410792,0.2736232878256346,-0.2630954383305525
0,patchtst_itransformer,1,0.1,12,0.0719890388479322,0.0719890388479322,0.3826003736410792,0.2736232878256346,-0.2630954383305525
0,patchtst_itransformer,1,0.11,12,0.0719890388479322,0.0719890388479322,0.3826003736410792,0.2736232878256346,-0.2630954383305525
0,patchtst_itransformer,1,0.12,12,0.0719890388479322,0.0719890388479322,0.3826003736410792,0.2736232878256346,-0.2630954383305525
0,patchtst_itransformer,1,0.13,1,0.0691459866528485,0.0691459866528485,0.3736664778143302,0.2628171248107072,-0.2630954383305525
0,patchtst_itransformer,1,0.14,1,0.0579971289406175,0.0579971289406175,0.3385040591023059,0.2157868295410681,-0.2687704762332573
