model,n_backtests,cumulative_return_mean,cumulative_return_sd,cumulative_return_ci_low,cumulative_return_ci_high,sharpe_mean,sharpe_sd,sharpe_ci_low,sharpe_ci_high,calmar_mean,calmar_sd,calmar_ci_low,calmar_ci_high,max_drawdown_mean,max_drawdown_sd,max_drawdown_ci_low,max_drawdown_ci_high
a2c,30,0.3345063787300015,5.646012854083702e-17,0.3345063787300015,0.3345063787300015,1.1603474032763805,0.0,1.1603474032763805,1.1603474032763805,1.498755436785907,2.2584051416334807e-16,1.498755436785907,1.498755436785907,-0.28408945626373355,5.646012854083702e-17,-0.28408945626373355,-0.28408945626373355
ppo,30,0.053207648080001446,0.0,0.053207648080001446,0.053207648080001446,0.7239372966100496,0.0,0.7239372966100496,0.7239372966100496,1.261133849900111,4.516810283266961e-16,1.261133849900111,1.261133849900111,-0.052175339879115955,2.1172548202813882e-17,-0.052175339879115955,-0.052175339879115955
sac,30,0.6731917202899995,0.0,0.6731917202899995,0.6731917202899995,1.9675080267095597,0.0,1.9675080267095597,1.9675080267095597,4.030630429924326,9.033620566533923e-16,4.030630429924326,4.030630429924326,-0.2190157747037773,0.0,-0.2190157747037773,-0.2190157747037773
