model,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
td3,0.5060339651699997,0.6542709365015342,1.607749212334684,2.885949322477976,-0.22670908716434235
tqc,0.47561894561999996,0.6132982178257829,1.2110915732100977,1.9624010912141838,-0.3125243970621321
