pair,tau,classifier_groups,sharpe_across_groups_mean,sharpe_across_groups_min,sharpe_across_groups_max,min_delta_vs_stronger,min_delta_vs_simple_average,groups_beating_stronger,groups_beating_simple_average
patchtst_itransformer,0.01,5,1.6411427395591311,1.47793825375962,1.7781230982353056,0.001769412008030491,0.19019688768143816,5,5
patchtst_itransformer,0.02,5,1.6411427395591311,1.47793825375962,1.7781230982353056,0.001769412008030491,0.19019688768143816,5,5
patchtst_itransformer,0.03,5,1.6411427395591311,1.47793825375962,1.7781230982353056,0.001769412008030491,0.19019688768143816,5,5
patchtst_itransformer,0.04,5,1.643062693684724,1.4747639151735876,1.7814400711811222,-0.0014049265780018416,0.18702254909540583,4,5
patchtst_itransformer,0.05,5,1.643062693684724,1.4747639151735876,1.7814400711811222,-0.0014049265780018416,0.18702254909540583,4,5
patchtst_itransformer,0.06,5,1.643062693684724,1.4747639151735876,1.7814400711811222,-0.0014049265780018416,0.18702254909540583,4,5
patchtst_itransformer,0.07,5,1.643062693684724,1.4747639151735876,1.7814400711811222,-0.0014049265780018416,0.18702254909540583,4,5
patchtst_itransformer,0.08,5,1.643062693684724,1.4747639151735876,1.7814400711811222,-0.0014049265780018416,0.18702254909540583,4,5
patchtst_itransformer,0.09,5,1.643062693684724,1.4747639151735876,1.7814400711811222,-0.0014049265780018416,0.18702254909540583,4,5
patchtst_itransformer,0.1,5,1.643062693684724,1.4747639151735876,1.7814400711811222,-0.0014049265780018416,0.18702254909540583,4,5
patchtst_itransformer,0.11,5,1.643062693684724,1.4747639151735876,1.7814400711811222,-0.0014049265780018416,0.18702254909540583,4,5
patchtst_itransformer,0.12,5,1.643062693684724,1.4747639151735876,1.7814400711811222,-0.0014049265780018416,0.18702254909540583,4,5
patchtst_itransformer,0.13,5,1.643062693684724,1.4747639151735876,1.7814400711811222,-0.0014049265780018416,0.18702254909540583,4,5
patchtst_itransformer,0.14,5,1.643062693684724,1.4747639151735876,1.7814400711811222,-0.0014049265780018416,0.18702254909540583,4,5
patchtst_itransformer,0.15,5,1.6424869910965243,1.4762764517459632,1.7793069181525252,0.00010760999437375851,0.18853508566778143,5,5
patchtst_itransformer,0.16,5,1.6371228772461368,1.4699521936869147,1.7742441844112902,-0.006216648064674812,0.18221082760873286,4,5
patchtst_itransformer,0.17,5,1.634592562322247,1.4022480958511665,1.805884005630996,-0.07392074590042297,0.1145067297729847,4,5
patchtst_itransformer,0.18,5,1.5733700306099387,1.432992029322108,1.7144698580522337,-0.04317681242948157,0.1452506632439261,4,5
patchtst_itransformer,0.19,5,1.5661748633212669,1.432992029322108,1.6994946238568431,-0.04317681242948157,0.1452506632439261,4,5
patchtst_itransformer,0.2,5,1.5559154017722734,1.4432906037032454,1.6773836306908587,-0.03287823804834411,0.15554923762506356,4,5
patchtst_itransformer,0.21,5,1.5235090049917266,1.3963867485414885,1.6361745782974364,-0.07978209321010099,0.10864538246330668,4,5
patchtst_itransformer,0.22,5,1.508799281832933,1.4141347085018015,1.5936634824634186,-0.062034133249788015,0.12639334242361966,4,5
patchtst_itransformer,0.23,5,1.4284989112035276,1.3839345392572933,1.4779841382235688,-0.0922343024942962,0.09619317317911147,1,5
patchtst_itransformer,0.24,5,1.410594657333121,1.3597656336405926,1.4498063622398116,-0.11640320811099691,0.07202426756241076,0,5
patchtst_itransformer,0.25,5,1.4030177691825543,1.31565663767718,1.4584220242847892,-0.16051220407440936,0.027915271598998315,0,5
