date,pair,strategy,metric,mean,sd,ci_low,ci_high,range_low,range_high
2020-01-29,a2c_ppo,ensemble,equity,995075.7772958383,3.552164144690203e-10,995075.7772958382,995075.7772958385,995075.777295838,995075.777295838
2020-01-30,a2c_ppo,ensemble,equity,997137.7117984479,7.104328289380406e-10,997137.7117984476,997137.7117984481,997137.7117984472,997137.7117984472
2020-01-31,a2c_ppo,ensemble,equity,979460.3074635009,7.104328289380406e-10,979460.3074635006,979460.3074635011,979460.3074635016,979460.3074635016
2020-02-03,a2c_ppo,ensemble,equity,984440.0282744151,352.05048567131166,984308.5704626167,984571.4860862134,984044.209760514,984742.7130203405
2020-02-04,a2c_ppo,ensemble,equity,996774.5957530248,1130.2084887687247,996352.5689675024,997196.6225385471,995600.075723313,998545.6013213964
2020-02-05,a2c_ppo,ensemble,equity,1011251.7435289592,3862.0150874217684,1009809.6433950636,1012693.8436628549,1007667.8543891837,1018404.2820084235
2020-02-06,a2c_ppo,ensemble,equity,1011038.5472837397,3555.671530792632,1009710.8377138457,1012366.2568536337,1007707.309628716,1017563.4241297232
2020-02-07,a2c_ppo,ensemble,equity,1005417.7605368599,2115.24888718767,1004627.9136216133,1006207.6074521064,1003305.8370324255,1009000.6684399801
2020-02-10,a2c_ppo,ensemble,equity,1009400.9317763192,2104.9460745522606,1008614.9319945364,1010186.9315581019,1007280.579301659,1012914.2313882987
2020-02-11,a2c_ppo,ensemble,equity,1009032.8784591713,2442.1786542369764,1008120.9539626195,1009944.802955723,1006603.540828759,1013193.6900216606
2020-02-12,a2c_ppo,ensemble,equity,1012623.835528288,2500.192442168396,1011690.2483273061,1013557.42272927,1010177.6096467904,1016986.7470430457
2020-02-13,a2c_ppo,ensemble,equity,1011228.847330786,2317.395635581692,1010363.5175791634,1012094.1770824087,1008865.0189247369,1015008.68622033
2020-02-14,a2c_ppo,ensemble,equity,1013155.4807575939,2388.254171948254,1012263.6919936503,1014047.2695215375,1010742.8799819574,1017121.7841760186
2020-02-18,a2c_ppo,ensemble,equity,1012656.9392077265,2361.5023734388897,1011775.1397295156,1013538.7386859374,1010260.6687375117,1016547.134594842
2020-02-19,a2c_ppo,ensemble,equity,1015504.0019567119,2363.912913025723,1014621.3023682263,1016386.7015451974,1013106.3175329753,1019401.267111436
2020-02-20,a2c_ppo,ensemble,equity,1013508.9920365382,2363.5626320623933,1012626.4232451139,1014391.5608279625,1011111.5130077909,1017405.2302163175
2020-02-21,a2c_ppo,ensemble,equity,1007261.0681614017,2363.5626320623933,1006378.4993699774,1008143.6369528259,1004863.5891326538,1011157.3063411803
2020-02-24,a2c_ppo,ensemble,equity,990658.444711694,2363.5626320623933,989775.8759202698,991541.0135031183,988260.9656829467,994554.6828914733
2020-02-25,a2c_ppo,ensemble,equity,974109.620111589,2363.5626320623933,973227.0513201647,974992.1889030132,971712.1410828416,978005.8582913681
2020-02-26,a2c_ppo,ensemble,equity,971693.7000673614,2363.5626320623405,970811.1312759372,972576.2688587855,969296.221038614,975589.9382471405
2020-02-27,a2c_ppo,ensemble,equity,951215.5044552323,2363.5626320623073,950332.9356638081,952098.0732466565,948818.0254264849,955111.7426350112
2020-02-28,a2c_ppo,ensemble,equity,947988.2464762895,2363.5626320623073,947105.6776848653,948870.8152677136,945590.767447542,951884.4846560684
2020-03-02,a2c_ppo,ensemble,equity,970852.9296281678,2363.5626320623073,969970.3608367436,971735.4984195919,968455.4505994204,974749.1678079467
2020-03-03,a2c_ppo,ensemble,equity,953779.0963762677,2363.5626320623073,952896.5275848436,954661.6651676919,951381.6173475207,957675.334556047
2020-03-04,a2c_ppo,ensemble,equity,973645.7109925706,2363.5626320623073,972763.1422011465,974528.2797839948,971248.2319638231,977541.9491723494
2020-03-05,a2c_ppo,ensemble,equity,954842.261997049,2363.5626320623073,953959.6932056248,955724.8307884731,952444.7829683016,958738.5001768279
2020-03-06,a2c_ppo,ensemble,equity,944357.2305969562,2363.5626320623073,943474.661805532,945239.7993883804,941959.7515682086,948253.4687767349
