repeat,pair,classifier_group,tau,equivalent_tau_paths,cumulative_return,annualized_return,sharpe,calmar,max_drawdown,component_cumulative_return,component_sharpe,component_calmar,component_max_drawdown,stronger_component,delta_sharpe,beats_stronger_component
7,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
8,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
9,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
10,a2c_ppo,4,0.4,1,0.5800619340000011,0.7452760717379667,2.1959395424380275,4.033439459476477,-0.18477432950851835,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35460999272645966,True
11,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
12,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
13,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
14,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
15,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
16,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
17,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
18,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
19,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
20,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
21,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
22,a2c_ppo,4,0.4,1,0.580423356130001,0.7457620823558802,2.1987750160829647,4.053260691733422,-0.1839906532231823,0.4919368881699995,1.8413295497115678,3.2957368267290503,-0.19039895337242352,ppo,0.35744546637139685,True
