repeat,model,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
19,ppo,0.4919368881699995,0.6275048424001635,1.8413295497115678,3.2957368267290503,-0.19039895337242352
19,sac,0.4780608389700005,0.6090959557743001,1.8335241913960623,3.2351394385184244,-0.1882750241063006
20,a2c,0.28732643016000026,0.35998479340248646,1.2204170962565464,1.3701414349549377,-0.26273549884601943
20,ppo,0.4919368881699995,0.6275048424001635,1.8413295497115678,3.2957368267290503,-0.19039895337242352
20,sac,0.4780608389700005,0.6090959557743001,1.8335241913960623,3.2351394385184244,-0.1882750241063006
21,a2c,0.28732643016000026,0.35998479340248646,1.2204170962565464,1.3701414349549377,-0.26273549884601943
21,ppo,0.4919368881699995,0.6275048424001635,1.8413295497115678,3.2957368267290503,-0.19039895337242352
21,sac,0.4780608389700005,0.6090959557743001,1.8335241913960623,3.2351394385184244,-0.1882750241063006
22,a2c,0.28732643016000026,0.35998479340248646,1.2204170962565464,1.3701414349549377,-0.26273549884601943
22,ppo,0.4919368881699995,0.6275048424001635,1.8413295497115678,3.2957368267290503,-0.19039895337242352
22,sac,0.4780608389700005,0.6090959557743001,1.8335241913960623,3.2351394385184244,-0.1882750241063006
23,a2c,0.28732643016000026,0.35998479340248646,1.2204170962565464,1.3701414349549377,-0.26273549884601943
23,ppo,0.4919368881699995,0.6275048424001635,1.8413295497115678,3.2957368267290503,-0.19039895337242352
23,sac,0.4780608389700005,0.6090959557743001,1.8335241913960623,3.2351394385184244,-0.1882750241063006
24,a2c,0.28732643016000026,0.35998479340248646,1.2204170962565464,1.3701414349549377,-0.26273549884601943
24,ppo,0.4919368881699995,0.6275048424001635,1.8413295497115678,3.2957368267290503,-0.19039895337242352
24,sac,0.4780608389700005,0.6090959557743001,1.8335241913960623,3.2351394385184244,-0.1882750241063006
25,a2c,0.28732643016000026,0.35998479340248646,1.2204170962565464,1.3701414349549377,-0.26273549884601943
25,ppo,0.4919368881699995,0.6275048424001635,1.8413295497115678,3.2957368267290503,-0.19039895337242352
25,sac,0.4780608389700005,0.6090959557743001,1.8335241913960623,3.2351394385184244,-0.1882750241063006
26,a2c,0.28732643016000026,0.35998479340248646,1.2204170962565464,1.3701414349549377,-0.26273549884601943
26,ppo,0.4919368881699995,0.6275048424001635,1.8413295497115678,3.2957368267290503,-0.19039895337242352
26,sac,0.4780608389700005,0.6090959557743001,1.8335241913960623,3.2351394385184244,-0.1882750241063006
27,a2c,0.28732643016000026,0.35998479340248646,1.2204170962565464,1.3701414349549377,-0.26273549884601943
27,ppo,0.4919368881699995,0.6275048424001635,1.8413295497115678,3.2957368267290503,-0.19039895337242352
27,sac,0.4780608389700005,0.6090959557743001,1.8335241913960623,3.2351394385184244,-0.1882750241063006
28,a2c,0.28732643016000026,0.35998479340248646,1.2204170962565464,1.3701414349549377,-0.26273549884601943
28,ppo,0.4919368881699995,0.6275048424001635,1.8413295497115678,3.2957368267290503,-0.19039895337242352
28,sac,0.4780608389700005,0.6090959557743001,1.8335241913960623,3.2351394385184244,-0.1882750241063006
29,a2c,0.28732643016000026,0.35998479340248646,1.2204170962565464,1.3701414349549377,-0.26273549884601943
29,ppo,0.4919368881699995,0.6275048424001635,1.8413295497115678,3.2957368267290503,-0.19039895337242352
29,sac,0.4780608389700005,0.6090959557743001,1.8335241913960623,3.2351394385184244,-0.1882750241063006
