date,pair,strategy,metric,mean,sd,ci_low,ci_high,range_low,range_high
2019-12-09,a2c_ppo,ensemble,equity,970246.9469386671,636.5656331058793,970009.2494248161,970484.6444525181,969351.8858000002,971998.4746900003
2019-12-10,a2c_ppo,ensemble,equity,975258.3793233337,616.1664165537799,975028.2990021283,975488.4596445392,974420.8012000002,976905.8766700004
2019-12-11,a2c_ppo,ensemble,equity,971486.3908440004,573.3243279632849,971272.3080215862,971700.4736664146,970753.5489999998,972750.2539400001
2019-12-12,a2c_ppo,ensemble,equity,954056.6656386666,614.0946935242602,953827.3589115541,954285.9723657791,953103.0044599999,955019.4119900003
2019-12-13,a2c_ppo,ensemble,equity,976338.9974283332,672.534630386309,976087.8688701646,976590.1259865017,975260.9389299997,977129.1797400002
2019-12-16,a2c_ppo,ensemble,equity,964292.109034,649.8035939211925,964049.4683843423,964534.7496836577,963256.9505199997,965114.0219900003
2019-12-17,a2c_ppo,ensemble,equity,982081.4680206665,648.7886348743972,981839.2063629455,982323.7296783875,981054.8230799997,982934.9345500001
2019-12-18,a2c_ppo,ensemble,equity,980296.9270473336,646.5756732485827,980055.4917230641,980538.362371603,979274.5777599998,981152.4092300002
2019-12-19,a2c_ppo,ensemble,equity,971709.591404,641.5714832008832,971470.0246750037,971949.1581329962,970695.0914499998,972561.7629200004
2019-12-20,a2c_ppo,ensemble,equity,962979.4298773336,636.4277185413591,962741.7838616272,963217.0758930399,961972.9605899997,963828.19206
2019-12-23,a2c_ppo,ensemble,equity,965115.5518813331,637.2873616615886,964877.5848696103,965353.518893056,964107.9773899997,965964.9113000002
2019-12-24,a2c_ppo,ensemble,equity,964387.1426703334,636.8266496651818,964149.3476912973,964624.9376493695,963380.22419,965236.1893900003
2019-12-25,a2c_ppo,ensemble,equity,952879.6212103335,630.9888842027128,952644.0060887461,953115.236331921,951881.4707299997,953724.7559300001
2019-12-26,a2c_ppo,ensemble,equity,954338.5628436665,630.391603429601,954103.1707503852,954573.9549369479,953341.9010299998,955183.3662300002
