model,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
arima,0.5271897787299977,0.682882695958172,1.6137018305725208,3.3013910904450956,-0.20684695549538945
lstm,0.6182014205599995,0.8069957053418739,1.7657022236836781,3.688290527175804,-0.21879938670661236
xgboost,0.48906543469999986,0.6313886267461313,1.6371232007535361,3.0232841253136016,-0.20884197467898857
