period,pair,classifier_group,repetitions,stronger_single_model,stronger_single_sharpe,causal_single_sharpe,wins_vs_stronger_single,wins_vs_causal_single,mean_fallback_day_rate,mean_selected_blocks,mean_selected_tau,mean_threshold_quantile,mean_branch_divergence_rate,mean_ensemble_mode_hit_rate,cumulative_return_mean,cumulative_return_sd,cumulative_return_ci_low,cumulative_return_ci_high,annualized_return_mean,annualized_return_sd,annualized_return_ci_low,annualized_return_ci_high,sharpe_mean,sharpe_sd,sharpe_ci_low,sharpe_ci_high,calmar_mean,calmar_sd,calmar_ci_low,calmar_ci_high,max_drawdown_mean,max_drawdown_sd,max_drawdown_ci_low,max_drawdown_ci_high,delta_sharpe_vs_stronger_mean,delta_sharpe_vs_stronger_sd,delta_sharpe_vs_stronger_ci_low,delta_sharpe_vs_stronger_ci_high,delta_sharpe_vs_causal_single_mean,delta_sharpe_vs_causal_single_sd,delta_sharpe_vs_causal_single_ci_low,delta_sharpe_vs_causal_single_ci_high
2020,a2c_ppo,1,30,ppo,0.5877200594384551,0.2503804953160116,0,0,1.0,0.0,,,1.0,,0.0258350110987362,0.0,0.0258350110987362,0.0258350110987362,0.0258350110987362,0.0,0.0258350110987362,0.0258350110987362,0.2503804953160117,1.1292025708167404e-16,0.2503804953160117,0.2503804953160117,0.081469413542423,2.823006427041851e-17,0.081469413542423,0.081469413542423,-0.317113011808822,5.646012854083702e-17,-0.317113011808822,-0.317113011808822,-0.3373395641224433,1.1292025708167404e-16,-0.3373395641224433,-0.3373395641224433,0.0,0.0,0.0,0.0
2020,a2c_ppo,2,30,ppo,0.5877200594384551,0.2503804953160116,0,0,1.0,0.0,,,1.0,,0.0258350110987362,0.0,0.0258350110987362,0.0258350110987362,0.0258350110987362,0.0,0.0258350110987362,0.0258350110987362,0.2503804953160117,1.1292025708167404e-16,0.2503804953160117,0.2503804953160117,0.081469413542423,2.823006427041851e-17,0.081469413542423,0.081469413542423,-0.317113011808822,5.646012854083702e-17,-0.317113011808822,-0.317113011808822,-0.3373395641224433,1.1292025708167404e-16,-0.3373395641224433,-0.3373395641224433,0.0,0.0,0.0,0.0
2020,a2c_ppo,3,30,ppo,0.5877200594384551,0.2503804953160116,0,0,1.0,0.0,,,0.4666666666666667,,0.0258350110987362,0.0,0.0258350110987362,0.0258350110987362,0.0258350110987362,0.0,0.0258350110987362,0.0258350110987362,0.2503804953160117,1.1292025708167404e-16,0.2503804953160117,0.2503804953160117,0.081469413542423,2.823006427041851e-17,0.081469413542423,0.081469413542423,-0.317113011808822,5.646012854083702e-17,-0.317113011808822,-0.317113011808822,-0.3373395641224433,1.1292025708167404e-16,-0.3373395641224433,-0.3373395641224433,0.0,0.0,0.0,0.0
2020,a2c_ppo,4,30,ppo,0.5877200594384551,0.2503804953160116,0,0,1.0,0.0,,,1.0,,0.0258350110987362,0.0,0.0258350110987362,0.0258350110987362,0.0258350110987362,0.0,0.0258350110987362,0.0258350110987362,0.2503804953160117,1.1292025708167404e-16,0.2503804953160117,0.2503804953160117,0.081469413542423,2.823006427041851e-17,0.081469413542423,0.081469413542423,-0.317113011808822,5.646012854083702e-17,-0.317113011808822,-0.317113011808822,-0.3373395641224433,1.1292025708167404e-16,-0.3373395641224433,-0.3373395641224433,0.0,0.0,0.0,0.0
2020,a2c_ppo,5,30,ppo,0.5877200594384551,0.2503804953160116,0,0,1.0,0.0,,,0.790763052208835,,0.0258350110987362,0.0,0.0258350110987362,0.0258350110987362,0.0258350110987362,0.0,0.0258350110987362,0.0258350110987362,0.2503804953160117,1.1292025708167404e-16,0.2503804953160117,0.2503804953160117,0.081469413542423,2.823006427041851e-17,0.081469413542423,0.081469413542423,-0.317113011808822,5.646012854083702e-17,-0.317113011808822,-0.317113011808822,-0.3373395641224433,1.1292025708167404e-16,-0.3373395641224433,-0.3373395641224433,0.0,0.0,0.0,0.0
2020,a2c_sac,1,30,sac,0.2810289911393602,0.2611299216985483,0,0,1.0,0.0,,,1.0,,0.0307837977110714,0.0,0.0307837977110714,0.0307837977110714,0.0307837977110714,0.0,0.0307837977110714,0.0307837977110714,0.2611299216985482,5.646012854083702e-17,0.2611299216985482,0.2611299216985482,0.0970751642623546,1.4115032135209254e-17,0.0970751642623546,0.0970751642623546,-0.317113011808822,5.646012854083702e-17,-0.317113011808822,-0.317113011808822,-0.0198990694408118,0.0,-0.0198990694408118,-0.0198990694408118,0.0,0.0,0.0,0.0
2020,a2c_sac,2,30,sac,0.2810289911393602,0.2611299216985483,0,0,1.0,0.0,,,1.0,,0.0307837977110714,0.0,0.0307837977110714,0.0307837977110714,0.0307837977110714,0.0,0.0307837977110714,0.0307837977110714,0.2611299216985482,5.646012854083702e-17,0.2611299216985482,0.2611299216985482,0.0970751642623546,1.4115032135209254e-17,0.0970751642623546,0.0970751642623546,-0.317113011808822,5.646012854083702e-17,-0.317113011808822,-0.317113011808822,-0.0198990694408118,0.0,-0.0198990694408118,-0.0198990694408118,0.0,0.0,0.0,0.0
2020,a2c_sac,3,30,sac,0.2810289911393602,0.2611299216985483,0,0,1.0,0.0,,,0.2111111111111111,,0.0307837977110714,0.0,0.0307837977110714,0.0307837977110714,0.0307837977110714,0.0,0.0307837977110714,0.0307837977110714,0.2611299216985482,5.646012854083702e-17,0.2611299216985482,0.2611299216985482,0.0970751642623546,1.4115032135209254e-17,0.0970751642623546,0.0970751642623546,-0.317113011808822,5.646012854083702e-17,-0.317113011808822,-0.317113011808822,-0.0198990694408118,0.0,-0.0198990694408118,-0.0198990694408118,0.0,0.0,0.0,0.0
2020,a2c_sac,4,30,sac,0.2810289911393602,0.2611299216985483,0,0,1.0,0.0,,,1.0,,0.0307837977110714,0.0,0.0307837977110714,0.0307837977110714,0.0307837977110714,0.0,0.0307837977110714,0.0307837977110714,0.2611299216985482,5.646012854083702e-17,0.2611299216985482,0.2611299216985482,0.0970751642623546,1.4115032135209254e-17,0.0970751642623546,0.0970751642623546,-0.317113011808822,5.646012854083702e-17,-0.317113011808822,-0.317113011808822,-0.0198990694408118,0.0,-0.0198990694408118,-0.0198990694408118,0.0,0.0,0.0,0.0
2020,a2c_sac,5,30,sac,0.2810289911393602,0.2611299216985483,0,0,1.0,0.0,,,0.8278447121820616,,0.0307837977110714,0.0,0.0307837977110714,0.0307837977110714,0.0307837977110714,0.0,0.0307837977110714,0.0307837977110714,0.2611299216985482,5.646012854083702e-17,0.2611299216985482,0.2611299216985482,0.0970751642623546,1.4115032135209254e-17,0.0970751642623546,0.0970751642623546,-0.317113011808822,5.646012854083702e-17,-0.317113011808822,-0.317113011808822,-0.0198990694408118,0.0,-0.0198990694408118,-0.0198990694408118,0.0,0.0,0.0,0.0
