pair,strategy,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
arima_lstm,simple_holding_average,0.1669013446500014,0.20672074676818064,1.0628207968247843,1.3266240458221985,-0.15582466443238774
arima_xgboost,simple_holding_average,0.12525404259000128,0.15449488390474353,0.9114153971587825,1.1392414128516541,-0.13561206796198255
xgboost_lstm,simple_holding_average,0.14783262810000086,0.18275732201038042,1.0225593589890565,1.2527294348199258,-0.14588730569474562
