model,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
arima,0.135800976590001,0.16768167150492141,0.9094269318719708,1.1337131384727288,-0.14790484983777485
lstm,0.18512321663000142,0.2296996540461942,1.1265512944940834,1.3721186013936975,-0.16740510172581446
xgboost,0.09681207694000094,0.11906836875988014,0.7743521132868758,0.9293015072624858,-0.12812673586490664
