pair,tau,classifier_groups,sharpe_across_groups_mean,sharpe_across_groups_min,sharpe_across_groups_max,min_delta_vs_stronger,min_delta_vs_simple_average,groups_beating_stronger,groups_beating_simple_average
td3_tqc,0.01,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.02,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.03,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.04,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.05,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.06,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.07,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.08,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.09,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.1,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.11,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.12,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.13,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.14,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.15,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.16,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.17,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.18,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.19,5,0.3201361625741783,0.28103687377979686,0.37998786186726274,-0.2950414141248959,-0.1769471875354256,0,0
td3_tqc,0.2,5,0.49351800171563387,0.2982427533063287,0.6007822532967549,-0.277835534598364,-0.15974130800889375,1,4
td3_tqc,0.21,5,0.4885708191512698,0.3074745452299388,0.5982389942505644,-0.26860374267475395,-0.15050951608528368,1,4
td3_tqc,0.22,5,0.47098736595501256,0.3110549278242523,0.594601941770254,-0.2650233600804404,-0.14692913349097014,1,3
td3_tqc,0.23,5,0.4626816880735343,0.31976178949825174,0.6007420398939912,-0.256316498406441,-0.13822227181697072,1,2
td3_tqc,0.24,5,0.4995432329466385,0.3117051160379879,0.567947967347448,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.25,5,0.5010926629284607,0.3117051160379879,0.5631448476810513,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.26,5,0.48372506495877776,0.3117051160379879,0.5436329739438669,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.27,5,0.4843195376528052,0.3117051160379879,0.543462677867647,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.28,5,0.4905293831545839,0.3117051160379879,0.5492754353370508,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.29,5,0.48973762609448956,0.3117051160379879,0.547969132100916,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.3,5,0.48973762609448956,0.3117051160379879,0.547969132100916,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.31,5,0.4944421108297786,0.3117051160379879,0.5531354444306056,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.32,5,0.5004922130109324,0.3117051160379879,0.5627331055741731,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.33,5,0.4991706161170287,0.3117051160379879,0.5612470887976109,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.34,5,0.5017310526993034,0.3117051160379879,0.5698326536185477,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.35,5,0.49520193622319064,0.3117051160379879,0.5634705185567573,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.36,5,0.4941882032282606,0.3117051160379879,0.5624039639987526,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.37,5,0.49520362189033024,0.3117051160379879,0.5635130881927106,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.38,5,0.49520362189033024,0.3117051160379879,0.5635130881927106,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.39,5,0.49520362189033024,0.3117051160379879,0.5635130881927106,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.4,5,0.49520362189033024,0.3117051160379879,0.5635130881927106,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.41,5,0.49520362189033024,0.3117051160379879,0.5635130881927106,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.42,5,0.4941279492490862,0.3117051160379879,0.5623362477272932,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.43,5,0.4941279492490862,0.3117051160379879,0.5623362477272932,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.44,5,0.4941279492490862,0.3117051160379879,0.5623362477272932,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.45,5,0.4941279492490862,0.3117051160379879,0.5623362477272932,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.46,5,0.4941279492490862,0.3117051160379879,0.5623362477272932,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.47,5,0.4941279492490862,0.3117051160379879,0.5623362477272932,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.48,5,0.4941279492490862,0.3117051160379879,0.5623362477272932,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.49,5,0.4941279492490862,0.3117051160379879,0.5623362477272932,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.5,5,0.49549828132077833,0.3117051160379879,0.5634710529900181,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.51,5,0.49549828132077833,0.3117051160379879,0.5634710529900181,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.52,5,0.49549828132077833,0.3117051160379879,0.5634710529900181,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.53,5,0.49549828132077833,0.3117051160379879,0.5634710529900181,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.54,5,0.49549828132077833,0.3117051160379879,0.5634710529900181,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.55,5,0.49549828132077833,0.3117051160379879,0.5634710529900181,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.56,5,0.49549828132077833,0.3117051160379879,0.5634710529900181,-0.26437317186670484,-0.14627894527723456,0,4
td3_tqc,0.57,5,0.49549828132077833,0.3117051160379879,0.5634710529900181,-0.26437317186670484,-0.14627894527723456,0,4
