pair,classifier_group,n_backtests,wins_vs_stronger,win_rate_vs_stronger,delta_sharpe_mean,delta_sharpe_q25,delta_sharpe_median,delta_sharpe_q75,delta_sharpe_min,delta_sharpe_max,one_sided_sign_test_p
td3_tqc,1,30,7,0.23333333333333334,0.02470396539206228,-0.004872077717587492,-0.0036410738265577614,-0.0009362138349526816,-0.007749023357789486,0.13826002686173533,0.9992845468223095
td3_tqc,2,30,23,0.7666666666666667,0.000568410719368769,0.0012924840479990873,0.0012924840479990873,0.0012924840479990873,-0.001810687360416563,0.0012924840479990873,0.0026114396750926976
td3_tqc,3,30,9,0.3,-0.19609042603743007,-0.30634291139103054,-0.26437317186670484,0.11181219326886832,-0.5581522115825741,0.14080276687334192,0.991937599144876
td3_tqc,4,30,0,0.0,-0.018600012756594713,-0.02343232456981914,-0.01840894907682722,-0.01840894907682722,-0.023522179609601013,-0.001810687360416563,1.0
td3_tqc,5,30,8,0.26666666666666666,-0.008425486194820527,-0.06151567299751581,-0.05316518068168219,0.07469665191670857,-0.07354585294155458,0.14115913262561264,0.9973885603249073
