model,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
td3,0.04770320986772525,0.04770320986772525,0.31170511603798795,0.12726624207681134,-0.374830034180895
tqc,0.16743962276271862,0.16743962276271862,0.5760782879046927,0.43704778970133495,-0.383115134564899
