repeat,pair,classifier_group,tau,equivalent_tau_paths,cumulative_return,annualized_return,sharpe,calmar,max_drawdown,stronger_model,stronger_sharpe,delta_sharpe
0,td3_tqc,1,0.2,1,0.1644961689017561,0.1644961689017561,0.5701678697417252,0.4292920219740854,-0.3831801209473351,tqc,0.5760782879046927,-0.005910418162967557
1,td3_tqc,1,0.2,1,0.2355394086414302,0.2355394086414302,0.7143383147664281,0.6146963158190638,-0.3831801209473351,tqc,0.5760782879046927,0.13826002686173533
2,td3_tqc,1,0.2,1,0.1655951491652412,0.1655951491652412,0.572437214078135,0.4321600733248917,-0.3831801209473351,tqc,0.5760782879046927,-0.0036410738265577614
3,td3_tqc,1,0.2,1,0.1662337990254974,0.1662337990254974,0.5736635102234655,0.4338267825964407,-0.3831801209473351,tqc,0.5760782879046927,-0.0024147776812272204
4,td3_tqc,1,0.2,1,0.1655951491652412,0.1655951491652412,0.572437214078135,0.4321600733248917,-0.3831801209473351,tqc,0.5760782879046927,-0.0036410738265577614
5,td3_tqc,1,0.2,1,0.1649084880804519,0.1649084880804519,0.5710546080601907,0.4303680673014798,-0.3831801209473351,tqc,0.5760782879046927,-0.005023679844502027
6,td3_tqc,1,0.2,1,0.1652170154659957,0.1652170154659957,0.5716610165678488,0.431173243167026,-0.3831801209473351,tqc,0.5760782879046927,-0.0044172713368438865
7,td3_tqc,1,0.2,1,0.1652170154659957,0.1652170154659957,0.5716610165678488,0.431173243167026,-0.3831801209473351,tqc,0.5760782879046927,-0.0044172713368438865
8,td3_tqc,1,0.2,1,0.1655951491652412,0.1655951491652412,0.572437214078135,0.4321600733248917,-0.3831801209473351,tqc,0.5760782879046927,-0.0036410738265577614
9,td3_tqc,1,0.2,1,0.2355394086414302,0.2355394086414302,0.7143383147664281,0.6146963158190638,-0.3831801209473351,tqc,0.5760782879046927,0.13826002686173533
10,td3_tqc,1,0.2,1,0.2355394086414302,0.2355394086414302,0.7143383147664281,0.6146963158190638,-0.3831801209473351,tqc,0.5760782879046927,0.13826002686173533
11,td3_tqc,1,0.2,1,0.1652170154659957,0.1652170154659957,0.5716610165678488,0.431173243167026,-0.3831801209473351,tqc,0.5760782879046927,-0.0044172713368438865
12,td3_tqc,1,0.2,1,0.1655951491652412,0.1655951491652412,0.572437214078135,0.4321600733248917,-0.3831801209473351,tqc,0.5760782879046927,-0.0036410738265577614
