pair,pair_label,stronger_model,weaker_model,stronger_fixed_sharpe,stronger_fixed_cumulative_return,stronger_intra_block_cumulative_return,base_daily_return_correlation,block_winner_sequence,block_winner_switches,block_oracle_cumulative_return,block_oracle_sharpe,oracle_return_headroom,oracle_sharpe_headroom,causal_single_model_sequence,causal_single_sharpe,causal_correct_blocks
a2c_ppo,A2C+PPO,ppo,a2c,0.5877200594384551,0.1324662967955678,0.10113127780736408,0.9032212509803771,ppo;a2c;a2c;ppo,2,0.17650339351625433,0.7391198520002178,0.07537211570889024,0.24952415748334245,a2c;ppo;a2c;a2c,0.2503804953160116,1
a2c_sac,A2C+SAC,sac,a2c,0.2810289911393602,0.0304416103973652,-0.006164697539018049,0.8118712735338219,a2c;sac;a2c;sac,3,0.20928117814884217,0.6817621624285287,0.21544587568786022,0.48673355634723325,a2c;a2c;a2c;a2c,0.2611299216985483,2
ppo_sac,PPO+SAC,ppo,sac,0.5877200594384551,0.1324662967955678,0.10113127780736408,0.8762068328278567,ppo;sac;ppo;sac,3,0.25679323290117595,0.8651826265720706,0.15566195509381187,0.3755869320551952,ppo;ppo;sac;ppo,0.3792602255874333,1
