period,pair,repeat,classifier_group,window,block_id,trade_start,trade_end,feedback_end,fallback_model,status,selected_tau,threshold_quantile,raw_threshold,history_blocks,history_days,informative_days,cdf_days,low_mode_advantage,high_mode_advantage,policy_advantage_mean,policy_advantage_lcb,fit_start_date,fit_end_date,history_blocks_before,history_days_before,history_end_before,history_blocks_after,history_days_after,history_end_after,block_decision_days,block_informative_days,outcomes_added_only_after_block
2020,a2c_sac,6,2,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.37,0.915,0.3730294764106047,7,434,434.0,252.0,0.0002412399336972,-0.0004535209261142,-1.62017281591684e-06,-7.963310281561769e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_sac,5,5,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_sac,5,5,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,53,True
2019,a2c_sac,5,5,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,5,5,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_sac,5,5,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_no_mode_crossover,,,,4,248,239.0,248.0,0.0001086985650486,6.269570581683836e-05,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,15,True
2020,a2c_sac,5,5,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,fallback_insufficient_crossover_support,,0.905,,5,310,254.0,252.0,0.0001086985650486,-0.0006816132931342,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_sac,5,5,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.24,0.5650000000000001,0.2401494101034024,6,372,316.0,252.0,3.866307066671188e-05,-0.0006816132931342,-8.558138578622779e-05,-0.0001600445357541,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,21,True
2020,a2c_sac,5,5,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.24,0.435,0.2401494101034024,7,434,337.0,252.0,3.866307066671188e-05,-0.0006816132931342,-9.26631337105816e-05,-0.000154892054091,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_sac,7,1,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_sac,7,1,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_sac,7,1,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,7,1,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_sac,7,1,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_no_mode_crossover,,,,4,248,248.0,248.0,0.00024902461811,0.0001014317763357,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_sac,7,1,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,selected,0.37,0.915,0.3730294764106047,5,310,310.0,252.0,0.00024902461811,-0.0003103703851498,-3.38605342887748e-05,-0.0001113401168764,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_sac,7,1,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.37,0.915,0.3730294764106047,6,372,372.0,252.0,0.00024902461811,-0.0003103703851498,-1.707006799913007e-06,-8.98739367533876e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_sac,7,1,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.37,0.915,0.3730294764106047,7,434,434.0,252.0,0.0002548970219592,-0.0003103703851498,-1.4631486856397205e-06,-7.332175037595308e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_sac,7,3,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,0,True
2019,a2c_sac,7,3,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_sac,7,3,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,7,3,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,59,True
2020,a2c_sac,7,3,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_insufficient_crossover_support,,0.7050000000000001,,4,248,183.0,248.0,0.0002365853754755,-0.001234510397131,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,0,True
2020,a2c_sac,7,3,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,fallback_insufficient_crossover_support,,0.6950000000000001,,5,310,183.0,252.0,0.0002365853754755,-0.001234510397131,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,2,True
2020,a2c_sac,7,3,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,fallback_insufficient_crossover_support,,0.505,,6,372,185.0,252.0,7.840439382118523e-05,-0.0007481635406925,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,0,True
2020,a2c_sac,7,3,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,fallback_insufficient_crossover_support,,0.255,,7,434,185.0,252.0,7.840439382118523e-05,-0.0007481635406925,,,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,36,True
2019,a2c_sac,6,4,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_sac,6,4,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_sac,6,4,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,6,4,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_sac,6,4,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_no_mode_crossover,,,,4,248,248.0,248.0,0.0002236779176108,0.0001014317763357,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_sac,6,4,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,selected,0.37,0.915,0.3730294764106047,5,310,310.0,252.0,0.0002289633748555,-0.0001085328824739,-4.343121611822898e-05,-0.0001209746443776,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_sac,6,4,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.37,0.915,0.3730294764106047,6,372,372.0,252.0,0.0002236779176108,-0.0001085328824739,-9.682574991124824e-06,-0.0001002703220548,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_sac,6,4,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.37,0.915,0.3730294764106047,7,434,434.0,252.0,0.0002505390410565,-0.0001085328824739,-8.299349992392706e-06,-8.217829325389847e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_sac,7,2,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_sac,7,2,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_sac,7,2,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,7,2,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_sac,7,2,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_no_mode_crossover,,,,4,248,248.0,248.0,0.0002236726773444,9.18311292218365e-05,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_sac,7,2,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,selected,0.37,0.915,0.3730294764106047,5,310,310.0,252.0,0.0002236726773444,-0.0004535209261142,-3.408036807116277e-05,-0.0001252846559038,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_sac,7,2,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.37,0.915,0.3730294764106047,6,372,372.0,252.0,0.0002236726773444,-0.0004535209261142,-1.8902016185696469e-06,-9.760810235304208e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_sac,7,2,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.37,0.915,0.3730294764106047,7,434,434.0,252.0,0.0002412399336972,-0.0004535209261142,-1.62017281591684e-06,-7.963310281561769e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_sac,6,5,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_sac,6,5,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,16,True
2019,a2c_sac,6,5,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,6,5,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,50,True
2020,a2c_sac,6,5,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_no_mode_crossover,,,,4,248,190.0,248.0,0.0005496156716363,0.000100698762576,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,52,True
2020,a2c_sac,6,5,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,fallback_insufficient_crossover_support,,0.945,,5,310,242.0,252.0,0.0005496156716363,-8.309739083135604e-05,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_sac,6,5,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,fallback_insufficient_crossover_support,,0.945,,6,372,304.0,252.0,0.0005496156716363,-8.309739083135604e-05,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,57,True
2020,a2c_sac,6,5,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,fallback_insufficient_crossover_support,,0.945,,7,434,361.0,252.0,0.0003532425965795,-8.309739083135604e-05,,,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_sac,8,1,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_sac,8,1,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_sac,8,1,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,8,1,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_sac,8,1,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_no_mode_crossover,,,,4,248,248.0,248.0,0.0002967612862009,0.0001014317763357,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_sac,8,1,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,selected,0.37,0.915,0.3730294764106047,5,310,310.0,252.0,0.0002967612862009,-0.000449797352871,-3.648838384299514e-05,-0.0001170966769966,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_sac,8,1,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.37,0.915,0.3730294764106047,6,372,372.0,252.0,0.0002824354039134,-0.000449797352871,-3.89688142842996e-06,-9.435762936558732e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_sac,8,1,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.37,0.915,0.3730294764106047,7,434,434.0,252.0,0.0002640615870658,-0.000449797352871,-3.340184081511394e-06,-7.70746465434574e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_sac,8,3,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,0,True
2019,a2c_sac,8,3,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_sac,8,3,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,8,3,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,59,True
2020,a2c_sac,8,3,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_insufficient_crossover_support,,0.945,,4,248,183.0,248.0,0.0003074883798075,-0.0005816167917119,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,0,True
2020,a2c_sac,8,3,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,fallback_insufficient_crossover_support,,0.745,,5,310,183.0,252.0,0.0003074883798075,-0.0005816167917119,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,0,True
2020,a2c_sac,8,3,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,fallback_insufficient_crossover_support,,0.735,,6,372,183.0,252.0,0.0003074883798075,-0.0005687866289046,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,0,True
2020,a2c_sac,8,3,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,fallback_insufficient_crossover_support,,0.655,,7,434,183.0,252.0,0.0003085581919002,-0.0005687866289046,,,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,0,True
2019,a2c_sac,7,4,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_sac,7,4,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_sac,7,4,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,7,4,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_sac,7,4,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_no_mode_crossover,,,,4,248,248.0,248.0,0.0002333710300629,0.0001014317763357,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_sac,7,4,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,selected,0.37,0.915,0.3730294764106047,5,310,310.0,252.0,0.0002350673738793,-0.0003103703851498,-3.396085152650042e-05,-0.0001106524823582,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_sac,7,4,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.37,0.915,0.3730294764106047,6,372,372.0,252.0,0.0002333710300629,-0.0003103703851498,-1.7906044980176906e-06,-8.957112070187265e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_sac,7,4,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.37,0.915,0.3730294764106047,7,434,434.0,252.0,0.0002547955827487,-0.0003103703851498,-1.5348038554437347e-06,-7.307863834129337e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_sac,8,2,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_sac,8,2,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_sac,8,2,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,8,2,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_sac,8,2,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_no_mode_crossover,,,,4,248,248.0,248.0,0.0002236726773444,9.18311292218365e-05,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_sac,8,2,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,selected,0.37,0.915,0.3730294764106047,5,310,310.0,252.0,0.0002236726773444,-0.0003521013938661,-4.139629909112661e-05,-0.0001301237490739,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_sac,8,2,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.37,0.915,0.3730294764106047,6,372,372.0,252.0,0.0002236726773444,-0.0003521013938661,-7.986810801872849e-06,-0.0001040141694544,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_sac,8,2,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.37,0.915,0.3730294764106047,7,434,434.0,252.0,0.0002412399336972,-0.0003521013938661,-6.845837830176728e-06,-8.514061282292554e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_sac,7,5,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_sac,7,5,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,16,True
2019,a2c_sac,7,5,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,7,5,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_sac,7,5,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_no_mode_crossover,,,,4,248,202.0,248.0,0.0005496156716363,9.18311292218365e-05,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,28,True
2020,a2c_sac,7,5,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,selected,0.37,0.915,0.3730294764106047,5,310,230.0,252.0,0.0005496156716363,-0.0004249129433552,-3.6745821560946974e-05,-0.0001267431349486,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_sac,7,5,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.37,0.915,0.3730294764106047,6,372,292.0,252.0,0.0005496156716363,-0.0004249129433552,-4.111412860056483e-06,-9.975963668197288e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,18,True
2020,a2c_sac,7,5,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.37,0.915,0.3730294764106047,7,434,310.0,252.0,0.0003555688655621,-0.0004249129433552,-3.5240681657627e-06,-8.148680052651294e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_sac,9,1,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_sac,9,1,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_sac,9,1,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,9,1,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_sac,9,1,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_no_mode_crossover,,,,4,248,248.0,248.0,0.0002064983906497,0.0001025319427875,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_sac,9,1,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,selected,0.37,0.915,0.3730294764106047,5,310,310.0,252.0,0.0002290625028609,-0.0001648555819094,-4.1194151971585055e-05,-0.0001158132626674,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_sac,9,1,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.37,0.915,0.3730294764106047,6,372,372.0,252.0,0.0002225837676877,-0.0001648555819094,-7.818354868921551e-06,-9.63592323395034e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_sac,9,1,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.37,0.915,0.3730294764106047,7,434,434.0,252.0,0.0001955417608678,-0.0001648555819094,-2.020003213210776e-05,-9.626712355006748e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_sac,9,3,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,0,True
2019,a2c_sac,9,3,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,4,True
2019,a2c_sac,9,3,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,32,True
2019,a2c_sac,9,3,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,57,True
2020,a2c_sac,9,3,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_no_mode_crossover,,,,4,248,93.0,248.0,-0.0002058412928367,-0.0003755384675483,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,0,True
2020,a2c_sac,9,3,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,a2c,fallback_no_mode_crossover,,,,5,310,93.0,252.0,-0.0002058412928367,-0.0003755384675483,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_sac,9,3,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,fallback_no_mode_crossover,,,,6,372,155.0,252.0,-0.0002058412928367,-0.0006031754823265,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_sac,9,3,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,fallback_no_mode_crossover,,,,7,434,217.0,252.0,-8.957170799212177e-05,-0.0005901933605532,,,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_sac,8,4,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,sac,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_sac,8,4,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_sac,8,4,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,sac,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_sac,8,4,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
