period,pair,repeat,classifier_group,window,block_id,trade_start,trade_end,feedback_end,fallback_model,status,selected_tau,threshold_quantile,raw_threshold,history_blocks,history_days,informative_days,cdf_days,low_mode_advantage,high_mode_advantage,policy_advantage_mean,policy_advantage_lcb,fit_start_date,fit_end_date,history_blocks_before,history_days_before,history_end_before,history_blocks_after,history_days_after,history_end_after,block_decision_days,block_informative_days,outcomes_added_only_after_block
2020,a2c_ppo,5,2,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.24,0.515,0.2376558398779491,7,434,434.0,252.0,0.0001340827818893,-0.0001346725304635,-2.498649506683033e-05,-9.075724362712982e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_ppo,4,5,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_ppo,4,5,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_ppo,4,5,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,53,True
2019,a2c_ppo,4,5,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_ppo,4,5,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,selected,0.23,0.655,0.2259911289069933,4,248,239.0,248.0,0.0002964928353958,-0.0001102466917081,-8.160144084524859e-05,-0.0001604716202024,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,54,True
2020,a2c_ppo,4,5,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.22,0.455,0.2235948779828787,5,310,293.0,252.0,0.0002964928353958,-9.024515024708582e-05,-7.647234305871328e-05,-0.0001467778367503,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,0,True
2020,a2c_ppo,4,5,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.24,0.345,0.2403957096002125,6,372,293.0,252.0,1.2623524140625104e-05,-9.024515024708582e-05,-4.99339939985605e-06,-0.0001201630498262,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,37,True
2020,a2c_ppo,4,5,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.24,0.545,0.2422460180343995,7,434,330.0,252.0,0.0001018565449637,-9.024515024708582e-05,-1.7075912273977017e-06,-9.578906024706207e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_ppo,6,1,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_ppo,6,1,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_ppo,6,1,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_ppo,6,1,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_ppo,6,1,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,selected,0.23,0.655,0.2259911289069933,4,248,248.0,248.0,0.0002964928353958,-0.0001400754149739,-6.821435532000883e-05,-0.000162234813669,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_ppo,6,1,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.22,0.455,0.2235948779828787,5,310,310.0,252.0,0.0002964928353958,-7.914663393583166e-05,-6.817160525271213e-05,-0.0001437089355172,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_ppo,6,1,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.24,0.325,0.2391008542345819,6,372,372.0,252.0,5.40569909931591e-06,-0.0001389286913518,-4.147026134759298e-05,-0.0001035302276528,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_ppo,6,1,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.24,0.525,0.2392824204120163,7,434,434.0,252.0,5.745818524829719e-05,-0.0001389286913518,-3.905995923891196e-05,-8.985591900431331e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_ppo,6,3,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,0,True
2019,a2c_ppo,6,3,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,54,True
2019,a2c_ppo,6,3,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_ppo,6,3,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,0,True
2020,a2c_ppo,6,3,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_insufficient_crossover_support,,0.935,,4,248,116.0,248.0,0.0002485431510334,-0.0002149802768592,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,0,True
2020,a2c_ppo,6,3,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,fallback_insufficient_crossover_support,,0.8350000000000001,,5,310,116.0,252.0,0.0002485431510334,-0.0002149802768592,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_ppo,6,3,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,fallback_insufficient_crossover_support,,0.875,,6,372,178.0,252.0,0.0002212208479239,-0.0007189515656491,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_ppo,6,3,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,fallback_insufficient_crossover_support,,0.895,,7,434,240.0,252.0,0.0002496298368688,-0.0007189515656491,,,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_ppo,5,4,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_ppo,5,4,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_ppo,5,4,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_ppo,5,4,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_ppo,5,4,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,selected,0.23,0.655,0.2259911289069933,4,248,248.0,248.0,0.0002964928353958,-0.0001400754149739,-6.821435532000883e-05,-0.000162234813669,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_ppo,5,4,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.22,0.455,0.2235948779828787,5,310,310.0,252.0,0.0002964928353958,-9.710816227396988e-05,-5.9009808925232575e-05,-0.0001481454387065,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_ppo,5,4,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.23,0.305,0.2301396361081307,6,372,372.0,252.0,1.2529062554274736e-06,-0.0001091183466336,-1.0507998019252942e-05,-0.0001021182858556,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_ppo,5,4,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.23,0.505,0.2304748238865104,7,434,434.0,252.0,8.415678291438842e-05,-0.0001091183466336,-1.4346339718788025e-06,-7.815154261514645e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_ppo,6,2,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_ppo,6,2,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_ppo,6,2,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_ppo,6,2,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_ppo,6,2,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,selected,0.25,0.765,0.2516271028566098,4,248,248.0,248.0,0.0002964928353958,-5.552035696766265e-05,-7.264448008680111e-05,-0.0001595876288971,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_ppo,6,2,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.25,0.585,0.251693374053838,5,310,310.0,252.0,0.0002964928353958,-8.677170471522873e-05,-4.573968611286472e-05,-0.0001294752154569,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_ppo,6,2,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.24,0.315,0.2374705680091073,6,372,372.0,252.0,1.1926594389473078e-05,-0.0001346725304635,-2.9150910911302053e-05,-0.0001092369606382,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_ppo,6,2,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.24,0.515,0.2376558398779491,7,434,434.0,252.0,0.0001340827818893,-0.0001346725304635,-2.498649506683033e-05,-9.075724362712982e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_ppo,5,5,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_ppo,5,5,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_ppo,5,5,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_ppo,5,5,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_ppo,5,5,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,selected,0.23,0.655,0.2259911289069933,4,248,248.0,248.0,0.0002964928353958,-0.0001400754149739,-6.821435532000883e-05,-0.000162234813669,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,57,True
2020,a2c_ppo,5,5,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.22,0.455,0.2235948779828787,5,310,305.0,252.0,0.0002964928353958,-9.560422241060376e-05,-6.576267463852148e-05,-0.000144634306125,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_ppo,5,5,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,fallback_no_mode_crossover,,,,6,372,367.0,252.0,-4.25986874040459e-07,-0.0001251791980627,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_ppo,5,5,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.23,0.505,0.2304748238865104,7,434,429.0,252.0,0.0001268489442864,-0.0001251791980627,-8.475371769070618e-06,-8.832030083947186e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,58,True
2019,a2c_ppo,7,1,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_ppo,7,1,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_ppo,7,1,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_ppo,7,1,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_ppo,7,1,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,selected,0.23,0.655,0.2259911289069933,4,248,248.0,248.0,0.0002964928353958,-0.0001400754149739,-6.821435532000883e-05,-0.000162234813669,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_ppo,7,1,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.22,0.455,0.2235948779828787,5,310,310.0,252.0,0.0002964928353958,-0.0001494698543099,-6.126444366057249e-05,-0.0001468408404095,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_ppo,7,1,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.24,0.325,0.2391008542345819,6,372,372.0,252.0,2.7790093724232744e-05,-0.0002074021797658,-3.088282431314382e-05,-9.95409455366918e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_ppo,7,1,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.2,0.135,0.2014252709124692,7,434,434.0,252.0,6.690099791376445e-05,-0.0002074021797658,-4.546459986901037e-05,-0.0001296253751398,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_ppo,7,3,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,0,True
2019,a2c_ppo,7,3,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,4,True
2019,a2c_ppo,7,3,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_ppo,7,3,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,0,True
2020,a2c_ppo,7,3,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,fallback_insufficient_crossover_support,,0.935,,4,248,66.0,248.0,0.0004043083613337,-0.0002149802768592,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,0,True
2020,a2c_ppo,7,3,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,fallback_insufficient_crossover_support,,0.8350000000000001,,5,310,66.0,252.0,0.0004043083613337,-0.0002149802768592,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,0,True
2020,a2c_ppo,7,3,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,fallback_insufficient_crossover_support,,0.8250000000000001,,6,372,66.0,252.0,0.0004043083613337,-0.0002149802768592,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_ppo,7,3,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,fallback_insufficient_crossover_support,,0.865,,7,434,128.0,252.0,0.0003633705429857,-7.189628651006597e-05,,,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_ppo,6,4,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_ppo,6,4,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_ppo,6,4,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_ppo,6,4,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_ppo,6,4,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,selected,0.23,0.655,0.2259911289069933,4,248,248.0,248.0,0.0002964928353958,-0.0001400754149739,-6.821435532000883e-05,-0.000162234813669,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_ppo,6,4,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.22,0.455,0.2235948779828787,5,310,310.0,252.0,0.0002964928353958,-9.710816227396988e-05,-5.9009808925232575e-05,-0.0001481454387065,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_ppo,6,4,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.23,0.305,0.2301396361081307,6,372,372.0,252.0,1.2529062554274736e-06,-0.0001091183466336,-1.0507998019252942e-05,-0.0001021182858556,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_ppo,6,4,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.23,0.505,0.2304748238865104,7,434,434.0,252.0,7.720921596335943e-05,-0.0001091183466336,-4.0345001099662125e-06,-7.975015962133956e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_ppo,7,2,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_ppo,7,2,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_ppo,7,2,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_ppo,7,2,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_ppo,7,2,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,selected,0.25,0.765,0.2516271028566098,4,248,248.0,248.0,0.0002964928353958,-5.552035696766265e-05,-6.884479682081642e-05,-0.0001560941788763,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_ppo,7,2,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.25,0.585,0.251693374053838,5,310,310.0,252.0,0.0002964928353958,-8.677170471522873e-05,-4.269993950007696e-05,-0.0001254929564893,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_ppo,7,2,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.24,0.315,0.2374705680091073,6,372,372.0,252.0,1.1926594389473078e-05,-0.0001346725304635,-3.168403308862518e-05,-0.000112733254397,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_ppo,7,2,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.24,0.515,0.2376558398779491,7,434,434.0,252.0,0.0001340827818893,-0.0001346725304635,-2.715774264739301e-05,-9.379675295430263e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_ppo,6,5,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_ppo,6,5,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_ppo,6,5,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_ppo,6,5,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_ppo,6,5,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,selected,0.23,0.655,0.2259911289069933,4,248,248.0,248.0,0.0002964928353958,-0.0001400754149739,-6.821435532000883e-05,-0.000162234813669,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,54,True
2020,a2c_ppo,6,5,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.22,0.455,0.2235948779828787,5,310,302.0,252.0,0.0002964928353958,-0.0001095407271975,-6.576267463852148e-05,-0.000144634306125,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,57,True
2020,a2c_ppo,6,5,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,fallback_no_mode_crossover,,,,6,372,359.0,252.0,-4.25986874040459e-07,-0.0001329594941928,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_ppo,6,5,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.23,0.505,0.2304748238865104,7,434,421.0,252.0,0.0001268489442864,-0.0001329594941928,-8.475371769070618e-06,-8.832030083947186e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,47,True
2019,a2c_ppo,8,1,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,a2c_ppo,8,1,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_ppo,8,1,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_ppo,8,1,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,a2c_ppo,8,1,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,selected,0.23,0.655,0.2259911289069933,4,248,248.0,248.0,0.0002964928353958,-0.0001400754149739,-6.821435532000883e-05,-0.000162234813669,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,a2c_ppo,8,1,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.22,0.455,0.2235948779828787,5,310,310.0,252.0,0.0002964928353958,-0.0001354509173791,-6.131458729704902e-05,-0.0001468132131653,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,a2c_ppo,8,1,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,selected,0.24,0.325,0.2391008542345819,6,372,372.0,252.0,2.737890675505323e-05,-0.000189365402387,-3.114809268391243e-05,-9.966105704590352e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,a2c_ppo,8,1,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,a2c,selected,0.24,0.525,0.2392824204120163,7,434,434.0,252.0,6.053709690274652e-05,-0.000189365402387,-3.127981215909929e-05,-8.711923510539883e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,a2c_ppo,8,3,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,0,True
2019,a2c_ppo,8,3,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,a2c,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,a2c_ppo,8,3,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,a2c_ppo,8,3,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,a2c,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,0,True
2020,a2c_ppo,8,3,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,a2c,selected,0.15,0.105,0.1523339177966719,4,248,124.0,248.0,0.0002964928353958,-0.0002987016213895,-2.539085019111472e-05,-7.343279079815081e-05,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,0,True
2020,a2c_ppo,8,3,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.15,0.105,0.1525086166021461,5,310,124.0,252.0,0.0002964928353958,-0.0002987016213895,-2.0312680152891773e-05,-5.571870827128092e-05,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,0,True
2020,a2c_ppo,8,3,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,a2c,fallback_no_mode_crossover,,,,6,372,124.0,252.0,-1.0460798451905616e-05,-0.0002987016213895,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
