pair,strategy,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
arima_lstm,simple_holding_average,0.11486751642593163,0.11486751642593163,0.5140774678812258,0.40460745597105224,-0.28389866457169255
arima_xgboost,simple_holding_average,0.07567206850775454,0.07567206850775454,0.4032114531044971,0.27958304281836366,-0.27066043685959995
xgboost_lstm,simple_holding_average,0.07962746845638535,0.07962746845638535,0.41254708783266303,0.2867859030528352,-0.2776547508393933
