repeat,pair,classifier_group,tau,equivalent_tau_paths,cumulative_return,annualized_return,sharpe,calmar,max_drawdown,stronger_model,stronger_sharpe,delta_sharpe
0,arima_lstm,1,0.22,1,0.1439856994499131,0.1439856994499131,0.61093685202347,0.5372895368592177,-0.2679853032158352,lstm,0.4871121416927579,0.12382471033071213
1,arima_lstm,1,0.22,1,0.1472950222374458,0.1472950222374458,0.6235012599588357,0.556183819331984,-0.2648315487033721,lstm,0.4871121416927579,0.13638911826607775
2,arima_lstm,1,0.22,1,0.1380698773119812,0.1380698773119812,0.5933322197126698,0.5186755523774321,-0.2661970024982206,lstm,0.4871121416927579,0.1062200780199119
3,arima_lstm,1,0.22,1,0.1457062166619072,0.1457062166619072,0.616509715911305,0.5440913735330767,-0.2677973291797638,lstm,0.4871121416927579,0.12939757421854708
4,arima_lstm,1,0.22,1,0.149569850238278,0.149569850238278,0.6301304222072046,0.5656723703186799,-0.2644107403619796,lstm,0.4871121416927579,0.1430182805144467
5,arima_lstm,1,0.22,1,0.1470534649425623,0.1470534649425623,0.6226713069421196,0.5561554146448264,-0.2644107403619796,lstm,0.4871121416927579,0.13555916524936168
6,arima_lstm,1,0.22,1,0.1482578701225891,0.1482578701225891,0.6264701516182906,0.5598195186656075,-0.2648315487033721,lstm,0.4871121416927579,0.13935800992553266
7,arima_lstm,1,0.22,1,0.146383269683995,0.146383269683995,0.6206231454998744,0.5536207397762876,-0.2644107403619796,lstm,0.4871121416927579,0.1335110038071165
8,arima_lstm,1,0.22,1,0.147066305259488,0.147066305259488,0.6226926000913972,0.5562039766544791,-0.2644107403619796,lstm,0.4871121416927579,0.13558045839863925
9,arima_lstm,1,0.22,1,0.1471158226640321,0.1471158226640321,0.6229221668125828,0.5564811838485069,-0.264368009079139,lstm,0.4871121416927579,0.13581002511982493
10,arima_lstm,1,0.22,1,0.1448709976740803,0.1448709976740803,0.615763033176343,0.5476055167082552,-0.2645535759846306,lstm,0.4871121416927579,0.12865089148358505
11,arima_lstm,1,0.22,1,0.1495476588521083,0.1495476588521083,0.6302028478994841,0.5655884426153672,-0.2644107403619796,lstm,0.4871121416927579,0.1430907062067262
12,arima_lstm,1,0.22,1,0.1459870267936938,0.1459870267936938,0.6193821650571565,0.5521221512932373,-0.2644107403619796,lstm,0.4871121416927579,0.13227002336439858
13,arima_lstm,1,0.22,1,0.1429583687796904,0.1429583687796904,0.6081634950841069,0.5337441495835313,-0.2678406290565203,lstm,0.4871121416927579,0.12105135339134904
14,arima_lstm,1,0.22,1,0.1476520116770479,0.1476520116770479,0.6247713038086843,0.558810874346615,-0.2642253729397961,lstm,0.4871121416927579,0.13765916211592638
15,arima_lstm,1,0.22,1,0.1466509746490976,0.1466509746490976,0.6211743759405847,0.5543337454550884,-0.2645535759846306,lstm,0.4871121416927579,0.13406223424782676
16,arima_lstm,1,0.22,1,0.1477664346089255,0.1477664346089255,0.6251047608792908,0.5592439248542351,-0.2642253729397961,lstm,0.4871121416927579,0.13799261918653288
17,arima_lstm,1,0.22,1,0.1488376469946177,0.1488376469946177,0.628244502496176,0.5632980865487529,-0.2642253729397961,lstm,0.4871121416927579,0.14113236080341812
18,arima_lstm,1,0.22,1,0.1419315462205548,0.1419315462205548,0.6049430453751969,0.532965668451864,-0.2663052324417659,lstm,0.4871121416927579,0.11783090368243904
19,arima_lstm,1,0.22,1,0.1408967661052063,0.1408967661052063,0.601447321655066,0.525421604524158,-0.2681594454662895,lstm,0.4871121416927579,0.11433517996230808
20,arima_lstm,1,0.22,1,0.1479483228221592,0.1479483228221592,0.6252431709582255,0.5595397623395222,-0.2644107403619796,lstm,0.4871121416927579,0.13813102926546755
21,arima_lstm,1,0.22,1,0.1460419899613154,0.1460419899613154,0.6169281337487069,0.5448280991194683,-0.2680515013769358,lstm,0.4871121416927579,0.12981599205594901
22,arima_lstm,1,0.22,1,0.146383269683995,0.146383269683995,0.6206231454998744,0.5536207397762876,-0.2644107403619796,lstm,0.4871121416927579,0.1335110038071165
23,arima_lstm,1,0.22,1,0.1421139999365772,0.1421139999365772,0.6053730952217287,0.5303052004389909,-0.2679853032158352,lstm,0.4871121416927579,0.11826095352897076
24,arima_lstm,1,0.22,1,0.1419373310298313,0.1419373310298313,0.6048151257063542,0.5296459519480254,-0.2679853032158352,lstm,0.4871121416927579,0.1177029840135963
25,arima_lstm,1,0.22,1,0.1486005682291071,0.1486005682291071,0.627330008903172,0.5620065509656387,-0.2644107403619796,lstm,0.4871121416927579,0.14021786721041413
26,arima_lstm,1,0.22,1,0.1479900970466154,0.1479900970466154,0.6255143848676225,0.5588084115022627,-0.2648315487033721,lstm,0.4871121416927579,0.13840224317486455
27,arima_lstm,1,0.22,1,0.1401379129765099,0.1401379129765099,0.5991252140857151,0.5225917466111657,-0.2681594454662895,lstm,0.4871121416927579,0.11201307239295716
28,arima_lstm,1,0.22,1,0.1479069731388935,0.1479069731388935,0.6254961920773091,0.5597758137050458,-0.2642253729397961,lstm,0.4871121416927579,0.1383840503845512
29,arima_lstm,1,0.22,1,0.1468754660797619,0.1468754660797619,0.6220992378031611,0.5554399212104926,-0.2644308780680913,lstm,0.4871121416927579,0.13498709611040322
0,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
1,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
2,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
3,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
4,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
5,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
6,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
7,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
8,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
9,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
10,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
11,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
12,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
13,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
14,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
15,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
16,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
17,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
18,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
19,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
20,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
21,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
22,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
23,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
24,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
25,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
26,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
27,arima_lstm,2,0.38,1,0.1555454464057446,0.1555454464057446,0.6429774062765925,0.5551115521330395,-0.2802057456885102,lstm,0.4871121416927579,0.1558652645838346
