repeat,window,pair,classifier_group,classifier_seed,calibration_source,calibration_start,calibration_end,trade_start,trade_end
10,1,a2c_ppo,1,1291948119,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,a2c_ppo,2,877466015,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,a2c_ppo,3,1362936521,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,a2c_ppo,4,656159461,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,a2c_ppo,5,942721613,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,a2c_sac,1,483445948,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,a2c_sac,2,1577903240,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,a2c_sac,3,1532253174,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,a2c_sac,4,1591135636,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,a2c_sac,5,53444376,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,ppo_sac,1,104937768,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,ppo_sac,2,1862637388,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,ppo_sac,3,994101048,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,ppo_sac,4,1185914069,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,1,ppo_sac,5,117707941,train_tail,2019-08-02,2019-10-31,2019-11-01,2020-02-04
10,2,a2c_ppo,1,689880566,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,a2c_ppo,2,674183480,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,a2c_ppo,3,559301722,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,a2c_ppo,4,458033491,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,a2c_ppo,5,295840300,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,a2c_sac,1,1305442880,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,a2c_sac,2,1341940652,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,a2c_sac,3,1686904581,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,a2c_sac,4,1444555275,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,a2c_sac,5,1529793894,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,ppo_sac,1,2025119165,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,ppo_sac,2,1915163993,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,ppo_sac,3,2094661606,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,ppo_sac,4,1474939988,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,2,ppo_sac,5,1902498190,previous_trade,2019-11-01,2020-02-04,2020-02-05,2020-05-07
10,3,a2c_ppo,1,1397593253,previous_trade,2020-02-05,2020-05-07,2020-05-08,2020-08-06
10,3,a2c_ppo,2,423858883,previous_trade,2020-02-05,2020-05-07,2020-05-08,2020-08-06
10,3,a2c_ppo,3,1749842851,previous_trade,2020-02-05,2020-05-07,2020-05-08,2020-08-06
10,3,a2c_ppo,4,319099950,previous_trade,2020-02-05,2020-05-07,2020-05-08,2020-08-06
10,3,a2c_ppo,5,400022223,previous_trade,2020-02-05,2020-05-07,2020-05-08,2020-08-06
10,3,a2c_sac,1,163143641,previous_trade,2020-02-05,2020-05-07,2020-05-08,2020-08-06
10,3,a2c_sac,2,696439368,previous_trade,2020-02-05,2020-05-07,2020-05-08,2020-08-06
10,3,a2c_sac,3,1075978142,previous_trade,2020-02-05,2020-05-07,2020-05-08,2020-08-06
10,3,a2c_sac,4,1003092453,previous_trade,2020-02-05,2020-05-07,2020-05-08,2020-08-06
