model,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
ppo,0.053207648080001446,0.06580008725159625,0.7239372966100496,1.2611338499001106,-0.052175339879115934
tqc,0.47561894561999996,0.6132982178257829,1.2110915732100977,1.9624010912141838,-0.3125243970621321
