model,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
ppo,0.13246629679556787,0.13246629679556787,0.5877200594384551,0.6488797107757548,-0.2041461531247456
tqc,0.16743962276271862,0.16743962276271862,0.5760782879046927,0.43704778970133495,-0.383115134564899
