pair,classifier_group,n_backtests,wins_vs_stronger,win_rate_vs_stronger,delta_sharpe_mean,delta_sharpe_q25,delta_sharpe_median,delta_sharpe_q75,delta_sharpe_min,delta_sharpe_max,one_sided_sign_test_p
ppo_tqc,1,30,4,0.13333333333333333,-0.006862869933262025,-0.00791459798574079,-0.0076841211977408674,-0.0076841211977408674,-0.024319611732112056,0.009703866079296297,0.9999957848340273
ppo_tqc,2,30,30,1.0,0.44334832030056753,0.4439292304508198,0.4439292304508198,0.4439292304508198,0.42650192594324965,0.4439292304508198,9.313225746154785e-10
ppo_tqc,3,30,17,0.5666666666666667,0.20814670220608616,-2.0241073142579502e-05,0.003476800426737481,0.522621678645216,-0.37833315573744736,0.6356250572190101,0.2923323558643461
ppo_tqc,4,30,30,1.0,0.018335410531610735,0.017161230078802547,0.018880242630158306,0.018880242630158306,0.017161230078802547,0.018880242630158306,9.313225746154785e-10
ppo_tqc,5,30,30,1.0,0.14698914114457298,0.016241686086647,0.14359015215810955,0.28447678498923634,0.006591464620716692,0.307393538024626,9.313225746154785e-10
