window,pair,segment,samples,mean_holding_l1,mean_dispersion,identical_holding_rate
1,ppo_tqc,calibration,62,7163.080645161291,0.1741669210208047,0.0
1,ppo_tqc,trade,62,6749.741935483871,0.1795274726623203,0.0
2,ppo_tqc,calibration,62,7729.322580645161,0.2444426621030189,0.0
2,ppo_tqc,trade,62,13108.370967741936,0.27753384606709797,0.0
3,ppo_tqc,calibration,62,8069.903225806452,0.3488305808523824,0.0
3,ppo_tqc,trade,62,14470.645161290322,0.23795315411655912,0.0
4,ppo_tqc,calibration,62,9693.258064516129,0.2538525729656914,0.0
4,ppo_tqc,trade,63,14027.84126984127,0.2125181274599902,0.0
