repeat,pair,classifier_group,tau,equivalent_tau_paths,cumulative_return,annualized_return,sharpe,calmar,max_drawdown,stronger_model,stronger_sharpe,delta_sharpe
0,ppo_tqc,1,0.01,15,0.1277338144219679,0.1277338144219679,0.5726848572218715,0.6272517331541289,-0.2036404328126122,ppo,0.5877200594384551,-0.01503520221658361
1,ppo_tqc,1,0.01,15,0.12484356150089,0.12484356150089,0.563400447706343,0.6129007895508614,-0.2036929363272258,ppo,0.5877200594384551,-0.024319611732112056
2,ppo_tqc,1,0.01,15,0.1300414130605371,0.1300414130605371,0.5800359382407142,0.6385834643172258,-0.2036404328126122,ppo,0.5877200594384551,-0.0076841211977408674
3,ppo_tqc,1,0.01,15,0.1300414130605371,0.1300414130605371,0.5800359382407142,0.6385834643172258,-0.2036404328126122,ppo,0.5877200594384551,-0.0076841211977408674
4,ppo_tqc,1,0.01,15,0.1273892880318312,0.1273892880318312,0.5715096001572958,0.6253986531333843,-0.2036929363272258,ppo,0.5877200594384551,-0.016210459281159273
5,ppo_tqc,1,0.01,15,0.1300414130605371,0.1300414130605371,0.5800359382407142,0.6385834643172258,-0.2036404328126122,ppo,0.5877200594384551,-0.0076841211977408674
6,ppo_tqc,1,0.01,15,0.1351703355577367,0.1351703355577367,0.5964597891353729,0.663598541976881,-0.2036929363272258,ppo,0.5877200594384551,0.00873972969691783
7,ppo_tqc,1,0.01,15,0.1277338144219679,0.1277338144219679,0.5726848572218715,0.6272517331541289,-0.2036404328126122,ppo,0.5877200594384551,-0.01503520221658361
8,ppo_tqc,1,0.01,15,0.1351703355577367,0.1351703355577367,0.5964597891353729,0.663598541976881,-0.2036929363272258,ppo,0.5877200594384551,0.00873972969691783
9,ppo_tqc,1,0.01,15,0.1299927218120626,0.1299927218120626,0.5798054614527143,0.6381798218237363,-0.2036929363272258,ppo,0.5877200594384551,-0.00791459798574079
