model,cumulative_return,annualized_return,sharpe,calmar,max_drawdown
ppo,0.4919368881699995,0.6275048424001635,1.8413295497115678,3.2957368267290503,-0.19039895337242352
tqc,0.5006265515900006,0.6390521153441457,1.9048412229989393,3.4561828843144538,-0.1849011284224631
