window,pair,segment,samples,mean_holding_l1,mean_dispersion,identical_holding_rate
1,ppo_tqc,calibration,62,5264.112903225807,0.2843710236609924,0.0
1,ppo_tqc,trade,62,4397.403225806452,0.2550039710074884,0.0
2,ppo_tqc,calibration,62,6687.935483870968,0.30455851909364395,0.0
2,ppo_tqc,trade,62,4020.0967741935483,0.2008035465853998,0.0
3,ppo_tqc,calibration,62,4804.9838709677415,0.2724361878962028,0.0
3,ppo_tqc,trade,62,3804.6129032258063,0.16781108429895014,0.0
4,ppo_tqc,calibration,62,4980.709677419355,0.20015644648833156,0.0
4,ppo_tqc,trade,18,3825.3888888888887,0.1937057772659401,0.0
